QueryID,Tables,truecardinality_Estimate
532,MI MI_IDX MK T,7324
533,MI T,145160
533,MK T,818505
533,MI_IDX T,187255
533,MI MK,4546091
533,MI MI_IDX,993826
533,MI_IDX MK,10424626
533,MI MK T,972894
533,MI MI_IDX T,173276
533,MI_IDX MK T,2184327
533,MI MI_IDX MK,11912298
533,MI MI_IDX MK T,2702174
534,MI T,2264
534,MK T,1
534,MI_IDX T,62
534,MI MK,37824
534,MI MI_IDX,6930334
534,MI_IDX MK,485
534,MI MK T,55
534,MI MI_IDX T,1048
534,MI_IDX MK T,1
534,MI MI_IDX MK,37505
534,MI MI_IDX MK T,55
535,MI T,127992
535,MK T,2886675
535,MI_IDX T,209880
535,MI MK,14162209
535,MI MI_IDX,176702
535,MI_IDX MK,3461792
535,MI MK T,13407863
535,MI MI_IDX T,127297
535,MI_IDX MK T,2503305
535,MI MI_IDX MK,14148568
535,MI MI_IDX MK T,13402896
536,MI T,377
536,MK T,100
536,MI_IDX T,3
536,MI MK,235420417
536,MI MI_IDX,20885030
536,MI_IDX MK,10424626
536,MI MK T,36042
536,MI MI_IDX T,1092
536,MI_IDX MK T,297
536,MI MI_IDX MK,696176855
536,MI MI_IDX MK T,108108
537,MI T,999076
537,MK T,131
537,MI_IDX T,21358
537,MI MK,108295
537,MI MI_IDX,6930334
537,MI_IDX MK,1136
537,MI MK T,13865
537,MI MI_IDX T,439103
537,MI_IDX MK T,112
537,MI MI_IDX MK,107167
537,MI MI_IDX MK T,13588
538,MI T,3148
538,MK T,6
538,MI_IDX T,3021
538,MI MK,4758
538,MI MI_IDX,375302
538,MI_IDX MK,1253
538,MI MK T,22
538,MI MI_IDX T,2404
538,MI_IDX MK T,5
538,MI MI_IDX MK,4500
538,MI MI_IDX MK T,22
539,MI T,348
539,MK T,1
539,MI_IDX T,60
539,MI MK,2757
539,MI MI_IDX,176702
539,MI_IDX MK,849
539,MI MK T,97
539,MI MI_IDX T,348
539,MI_IDX MK T,1
539,MI MI_IDX MK,2752
539,MI MI_IDX MK T,97
540,MI T,1177
540,MK T,122
540,MI_IDX T,7169
540,MI MK,1957
540,MI MI_IDX,18129
540,MI_IDX MK,4415
540,MI MK T,163
540,MI MI_IDX T,1176
540,MI_IDX MK T,121
540,MI MI_IDX MK,1957
540,MI MI_IDX MK T,163
541,MI T,816108
541,MK T,203
541,MI_IDX T,469277
541,MI MK,8558
541,MI MI_IDX,3367474
541,MI_IDX MK,1624
541,MI MK T,1805
541,MI MI_IDX T,939595
541,MI_IDX MK T,599
541,MI MI_IDX MK,26410
541,MI MI_IDX MK T,5542
542,MI T,17
542,MK T,1
542,MI_IDX T,2
542,MI MK,138
542,MI MI_IDX,1118984
542,MI_IDX MK,16
542,MI MK T,17
542,MI MI_IDX T,17
542,MI_IDX MK T,1
542,MI MI_IDX MK,138
542,MI MI_IDX MK T,17
543,MI T,300523
543,MK T,354
543,MI_IDX T,104794
543,MI MK,3404
543,MI MI_IDX,546205
543,MI_IDX MK,1227
543,MI MK T,874
543,MI MI_IDX T,128475
543,MI_IDX MK T,305
543,MI MI_IDX MK,3024
543,MI MI_IDX MK T,784
544,MI T,59
544,MK T,1
544,MI_IDX T,6
544,MI MK,168
544,MI MI_IDX,1692649
544,MI_IDX MK,66
544,MI MK T,59
544,MI MI_IDX T,177
544,MI_IDX MK T,3
544,MI MI_IDX MK,504
544,MI MI_IDX MK T,177
545,MI T,260
545,MK T,1
545,MI_IDX T,24
545,MI MK,241571
545,MI MI_IDX,20885030
545,MI_IDX MK,8817
545,MI MK T,40
545,MI MI_IDX T,537
545,MI_IDX MK T,3
545,MI MI_IDX MK,731189
545,MI MI_IDX MK T,120
546,MI T,340
546,MK T,46
546,MI_IDX T,28455
546,MI MK,207
546,MI MI_IDX,20084
546,MI_IDX MK,5555
546,MI MK T,7
546,MI MI_IDX T,1020
546,MI_IDX MK T,126
546,MI MI_IDX MK,632
546,MI MI_IDX MK T,21
547,MI T,50
547,MK T,1
547,MI_IDX T,3
547,MI MK,33427
547,MI MI_IDX,1118984
547,MI_IDX MK,6854
547,MI MK T,46
547,MI MI_IDX T,48
547,MI_IDX MK T,1
547,MI MI_IDX MK,25693
547,MI MI_IDX MK T,46
548,MI T,29956
548,MK T,61
548,MI_IDX T,12147
548,MI MK,3967
548,MI MI_IDX,596198
548,MI_IDX MK,1112
548,MI MK T,231
548,MI MI_IDX T,16995
548,MI_IDX MK T,40
548,MI MI_IDX MK,3835
548,MI MI_IDX MK T,212
549,MI T,37830
549,MK T,8536
549,MI_IDX T,871
549,MI MK,235420417
549,MI MI_IDX,6930334
549,MI_IDX MK,3461792
549,MI MK T,604107
549,MI MI_IDX T,16747
549,MI_IDX MK T,6843
549,MI MI_IDX MK,226695005
549,MI MI_IDX MK T,583802
550,MI T,11
550,MK T,1
550,MI_IDX T,15
550,MI MK,37
550,MI MI_IDX,59670
550,MI_IDX MK,14
550,MI MK T,4
550,MI MI_IDX T,11
550,MI_IDX MK T,1
550,MI MI_IDX MK,37
550,MI MI_IDX MK T,4
551,MI T,63404
551,MK T,15
551,MC T,5190
551,MI MK,157495
551,MC MI,47903401
551,MC MK,14906
551,MI MK T,2379
551,MC MI T,571970
551,MC MK T,221
551,MC MI MK,3049182
551,MC MI MK T,53362
552,MI T,3500
552,MK T,72490
552,MC T,25922
552,MI MK,3969271
552,MC MI,1167824
552,MC MK,34863638
552,MI MK T,105996
552,MC MI T,22409
552,MC MK T,1053559
552,MC MI MK,55540742
552,MC MI MK T,2199970
553,MI T,4157
553,MK T,3
553,MC T,7215
553,MI MK,284
553,MC MI,3940494
553,MC MK,442
553,MI MK T,53
553,MC MI T,51182
553,MC MK T,63
553,MC MI MK,5158
553,MC MI MK T,1383
554,MI T,523
554,MK T,1
554,MC T,61
554,MI MK,29774
554,MC MI,67371414
554,MC MK,4369
554,MI MK T,349
554,MC MI T,12887
554,MC MK T,36
554,MC MI MK,733684
554,MC MI MK T,12564
555,MI T,349733
555,MK T,115563
555,MC T,49971
555,MI MK,235420417
555,MC MI,67371414
555,MC MK,34863638
555,MI MK T,10362151
555,MC MI T,2515219
555,MC MK T,1462642
555,MC MI MK,4847757474
555,MC MI MK T,251627293
556,MI T,205049
556,MK T,50
556,MC T,336904
556,MI MK,736
556,MC MI,3239374
556,MC MK,1201
556,MI MK T,172
556,MC MI T,722186
556,MC MK T,356
556,MC MI MK,7044
556,MC MI MK T,2623
557,MI T,26406
557,MK T,69495
557,MC T,15422
557,MI MK,36413233
557,MC MI,7661951
557,MC MK,26443187
557,MI MK T,475607
557,MC MI T,97708
557,MC MK T,436913
557,MC MI MK,622656220
557,MC MI MK T,8430043
558,MI T,791229
558,MK T,2294388
558,MC T,512037
558,MI MK,13013811
558,MC MI,1981304
558,MC MK,8420451
558,MI MK T,9326245
558,MC MI T,1110750
558,MC MK T,5145193
558,MC MI MK,36941933
558,MC MI MK T,27269086
559,MI T,670
559,MK T,1
559,MC T,513
559,MI MK,1086
559,MC MI,5184962
559,MC MK,830
559,MI MK T,157
559,MC MI T,9811
559,MC MK T,43
559,MC MI MK,26404
559,MC MI MK T,6751
560,MI T,422411
560,MK T,79
560,MC T,638424
560,MI MK,13132
560,MC MI,10905021
560,MC MK,10971
560,MI MK T,858
560,MC MI T,1459830
560,MC MK T,926
560,MC MI MK,346226
560,MC MI MK T,16568
561,MI T,3036719
561,MK T,556
561,MC T,1274246
561,MI MK,9526
561,MC MI,7661951
561,MC MK,6468
561,MI MK T,9526
561,MC MI T,7661951
561,MC MK T,6468
561,MC MI MK,207700
561,MC MI MK T,207700
562,MI T,4554
562,MK T,2
562,MC T,18517
562,MI MK,146
562,MC MI,686616
562,MC MK,752
562,MI MK T,10
562,MC MI T,11416
562,MC MK T,30
562,MC MI MK,2468
562,MC MI MK T,230
563,MI T,4190
563,MK T,27735
563,MC T,5278
563,MI MK,5192341
563,MC MI,1330601
563,MC MK,26443187
563,MI MK T,39105
563,MC MI T,7330
563,MC MK T,303290
563,MC MI MK,40323360
563,MC MI MK T,482765
564,MI T,932
564,MK T,277
564,MC T,67
564,MI MK,235420417
564,MC MI,47903401
564,MC MK,26443187
564,MI MK T,112101
564,MC MI T,22843
564,MC MK T,7081
564,MC MI MK,4103578498
564,MC MI MK T,3746804
565,MI T,8301049
565,MK T,14854
565,MC T,640620
565,MI MK,902740
565,MC MI,19468013
565,MC MK,36494
565,MI MK T,813126
565,MC MI T,13398803
565,MC MK T,28587
565,MC MI MK,2600537
565,MC MI MK T,2404075
566,MI T,427
566,MK T,1
566,MC T,53
566,MI MK,3942
566,MC MI,47903401
566,MC MK,415
566,MI MK T,170
566,MC MI T,6343
566,MC MK T,36
566,MC MI MK,45978
566,MC MI MK T,6120
567,MI T,5193
567,MK T,1031
567,MC T,407879
567,MI MK,441
567,MC MI,100503
567,MC MK,28257
567,MI MK T,417
567,MC MI T,87625
567,MC MK T,10131
567,MC MI MK,10414
567,MC MI MK T,9980
568,MI T,5392
568,MK T,1
568,MC T,11364
568,MI MK,98
568,MC MI,3031463
568,MC MK,252
568,MI MK T,38
568,MC MI T,30258
568,MC MK T,47
568,MC MI MK,2917
568,MC MI MK T,1786
569,MI T,13794786
569,MK T,1291
569,MC T,1206606
569,MI MK,85960
569,MC MI,47903401
569,MC MK,10049
569,MI MK T,85142
569,MC MI T,46366747
569,MC MK T,9982
569,MC MI MK,1566697
569,MC MI MK T,1560371
570,MI T,1569
570,MK T,3
570,MC T,2860
570,MI MK,644
570,MC MI,2008719
570,MC MK,1907
570,MI MK T,25
570,MC MI T,15804
570,MC MK T,47
570,MC MI MK,11374
570,MC MI MK T,417
571,MI T,75719
571,MK T,1
571,MC T,10646
571,MI MK,196
571,MC MI,67371414
571,MC MK,21
571,MI MK T,196
571,MC MI T,741048
571,MC MK T,21
571,MC MI MK,4116
571,MC MI MK T,4116
572,MI T,21591
572,MK T,2
572,MC T,1543
572,MI MK,11990
572,MC MI,19468013
572,MC MK,421
572,MI MK T,352
572,MC MI T,26184
572,MC MK T,3
572,MC MI MK,26438
572,MC MI MK T,615
573,MI T,598457
573,MK T,26
573,MC T,1274246
573,MI MK,1020
573,MC MI,5184962
573,MC MK,496
573,MI MK T,1020
573,MC MI T,5184962
573,MC MK T,496
573,MC MI MK,29701
573,MC MI MK T,29701
574,MI T,396
574,MK T,1
574,MC T,21
574,MI MK,5802
574,MC MI,47903401
574,MC MK,626
574,MI MK T,389
574,MC MI T,8169
574,MC MK T,21
574,MC MI MK,79261
574,MC MI MK T,8169
575,MI T,794
575,MK T,1
575,MC T,1990
575,MI MK,4588
575,MC MI,5184962
575,MC MK,4587
575,MI MK T,53
575,MC MI T,16441
575,MC MK T,30
575,MC MI MK,82875
575,MC MI MK T,1590
576,MI T,5926965
576,MK T,5007
576,MC T,458030
576,MI MK,457383
576,MC MI,19468013
576,MC MK,22126
576,MI MK T,266191
576,MC MI T,9480884
576,MC MK T,11381
576,MC MI MK,1453392
576,MC MI MK T,914262
577,MI T,4092
577,MK T,2038152
577,MC T,928878
577,MI MK,510332
577,MC MI,120552
577,MC MK,34863638
577,MI MK T,334032
577,MC MI T,76176
577,MC MK T,20793429
577,MC MI MK,12362405
577,MC MI MK T,8144875
578,MI T,4577
578,MK T,5
578,MC T,42178
578,MI MK,596
578,MC MI,2621452
578,MC MK,826
578,MI MK T,88
578,MC MI T,94397
578,MC MK T,139
578,MC MI MK,17687
578,MC MI MK T,2573
579,MI T,46911
579,MK T,1
579,MC T,48902
579,MI MK,1144
579,MC MI,5184962
579,MC MK,845
579,MI MK T,6
579,MC MI T,118771
579,MC MK T,2
579,MC MI MK,21488
579,MC MI MK T,12
580,MI T,2805
580,MK T,1309
580,MC T,177
580,MI MK,235420417
580,MC MI,19468013
580,MC MK,8420451
580,MI MK T,52246
580,MC MI T,4444
580,MC MK T,1997
580,MC MI MK,744178976
580,MC MI MK T,128104
581,MI T,921
581,MK T,15119
581,MC T,4743
581,MI MK,17878646
581,MC MI,4087362
581,MC MK,34863638
581,MI MK T,52500
581,MC MI T,8183
581,MC MK T,115413
581,MC MI MK,433203365
581,MC MI MK T,690586
582,MI T,2
582,MK T,1
582,MC T,12
582,MI MK,26
582,MC MI,2504573
582,MC MK,45
582,MI MK T,2
582,MC MI T,20
582,MC MK T,10
582,MC MI MK,764
582,MC MI MK T,20
583,MI T,63372
583,MK T,1
583,MC T,267052
583,MI MK,20
583,MC MI,5220678
583,MC MK,59
583,MI MK T,11
583,MC MI T,337329
583,MC MK T,45
583,MC MI MK,559
583,MC MI MK T,495
584,MI T,22793
584,MK T,2
584,MC T,8496
584,MI MK,2111
584,MC MI,7661951
584,MC MK,1367
584,MI MK T,107
584,MC MI T,125856
584,MC MK T,40
584,MC MI MK,38436
584,MC MI MK T,2175
585,MI T,1033
585,MK T,20877
585,MC T,4096
585,MI MK,17878646
585,MC MI,3359730
585,MC MK,26443187
585,MI MK T,37513
585,MC MI T,5359
585,MC MK T,102419
585,MC MI MK,379965859
585,MC MI MK T,337418
586,MI T,18611
586,MK T,170
586,MC T,41068
586,MI MK,15791
586,MC MI,3359730
586,MC MK,26788
586,MI MK T,1334
586,MC MI T,213507
586,MC MK T,2512
586,MC MI MK,334167
586,MC MI MK T,37516
587,MI T,222189
587,MK T,92
587,MC T,131419
587,MI MK,7980
587,MC MI,3243070
587,MC MK,1353
587,MI MK T,2152
587,MC MI T,475946
587,MC MK T,372
587,MC MI MK,37019
587,MC MI MK T,10127
588,MI T,153484
588,MK T,405498
588,MC T,145838
588,MI MK,36413233
588,MC MI,7661951
588,MC MK,26443187
588,MI MK T,1707684
588,MC MI T,415432
588,MC MK T,2210361
588,MC MI MK,622656220
588,MC MI MK T,18812369
589,MI T,1083597
589,MK T,106
589,MC T,1307690
589,MI MK,1865
589,MC MI,10905021
589,MC MK,1899
589,MI MK T,1734
589,MC MI T,8699319
589,MC MK T,1653
589,MC MI MK,48257
589,MC MI MK T,47510
590,MI T,1251582
590,MK T,266
590,MC T,199045
590,MI MK,104316
590,MC MI,67371414
590,MC MK,16472
590,MI MK T,15034
590,MC MI T,7793927
590,MC MK T,2185
590,MC MI MK,1762015
590,MC MI MK T,345984
591,MI T,404140
591,MK T,2607786
591,MC T,524270
591,MI MK,4546091
591,MC MI,1063510
591,MC MK,26443187
591,MI MK T,3188931
591,MC MI T,618097
591,MC MK T,21819545
591,MC MI MK,36477075
591,MC MI MK T,31111320
592,MI T,6963
592,MK T,2645
592,MC T,715
592,MI MK,235420417
592,MC MI,47903401
592,MC MK,26443187
592,MI MK T,334720
592,MC MI T,75905
592,MC MK T,35181
592,MC MI MK,4103578498
592,MC MI MK T,7270877
593,MI T,206
593,MK T,962
593,MC T,192
593,MI MK,14162209
593,MC MI,2621452
593,MC MK,26443187
593,MI MK T,16316
593,MC MI T,2481
593,MC MK T,7559
593,MC MI MK,328571592
593,MC MI MK T,209258
594,MI T,8
594,MK T,1
594,MC T,35
594,MI MK,6343
594,MC MI,5184962
594,MC MK,8555
594,MI MK T,4
594,MC MI T,85
594,MC MK T,12
594,MC MI MK,112513
594,MC MI MK T,48
595,MI T,18611
595,MK T,192492
595,MC T,91898
595,MI MK,17878646
595,MC MI,4087362
595,MC MK,34863638
595,MI MK T,1331176
595,MC MI T,263698
595,MC MK T,2466179
595,MC MI MK,433203365
595,MC MI MK T,39519304
596,MI T,9976
596,MK T,142518
596,MC T,74330
596,MI MK,17878646
596,MC MI,4087362
596,MC MK,34863638
596,MI MK T,566020
596,MC MI T,121610
596,MC MK T,1269096
596,MC MI MK,433203365
596,MC MI MK T,16740740
597,MI T,212284
597,MK T,144
597,MC T,512091
597,MI MK,3381
597,MC MI,5184962
597,MC MK,2343
597,MI MK T,2339
597,MC MI T,3195932
597,MC MK T,1460
597,MC MI MK,62415
597,MC MI MK T,45298
598,MI T,137615
598,MK T,418530
598,MC T,95892
598,MI MK,13013811
598,MC MI,3239374
598,MC MK,26443187
598,MI MK T,1766435
598,MC MI T,389636
598,MC MK T,3559209
598,MC MI MK,165060066
598,MC MI MK T,25052055
599,MI T,6
599,MK T,187
599,MC T,87
599,MI MK,480042
599,MC MI,113779
599,MC MK,34863638
599,MI MK T,714
599,MC MI T,312
599,MC MK T,6329
599,MC MI MK,11508999
599,MC MI MK T,37128
600,MI T,3471269
600,MK T,2
600,MC T,342254
600,MI MK,2564
600,MC MI,47903401
600,MC MK,241
600,MI MK T,267
600,MC MI T,8507835
600,MC MK T,15
600,MC MI MK,56335
600,MC MI MK T,3361
601,MI T,142
601,MK T,1
601,MC T,297
601,MI MK,654
601,MC MI,6445512
601,MC MK,638
601,MI MK T,91
601,MC MI T,3855
601,MC MK T,37
601,MC MI MK,17066
601,MC MI MK T,3367
602,MI T,5061929
602,MK T,17
602,MC T,467826
602,MI MK,2759
602,MC MI,47903401
602,MC MK,309
602,MI MK T,2046
602,MC MI T,25186871
602,MC MK T,217
602,MC MI MK,57485
602,MC MI MK T,43830
603,MI T,4450
603,MK T,62
603,MC T,17726
603,MI MK,4993
603,MC MI,464111
603,MC MK,4929
603,MI MK T,244
603,MC MI T,19056
603,MC MK T,212
603,MC MI MK,17343
603,MC MI MK T,1648
604,MI T,176874
604,MK T,1428290
604,MC T,493887
604,MI MK,28576783
604,MC MI,1260550
604,MC MK,8420451
604,MI MK T,8682615
604,MC MI T,431930
604,MC MK T,3147398
604,MC MI MK,88436569
604,MC MI MK T,34508064
605,MI T,60
605,MK T,1
605,MC T,23
605,MI MK,2581
605,MC MI,7661951
605,MC MK,1769
605,MI MK T,36
605,MC MI T,591
605,MC MK T,16
605,MC MI MK,46261
605,MC MI MK T,576
606,CI T,5398130
606,MK T,294
606,MC T,702117
606,CI MK,10535
606,CI MC,10919456
606,MC MK,1440
606,CI MK T,5773
606,CI MC T,5829094
606,MC MK T,833
606,CI MC MK,32382
606,CI MC MK T,18826
607,CI T,404343
607,MK T,27
607,MC T,51042
607,CI MK,2957
607,CI MC,7692385
607,MC MK,2539
607,CI MK T,239
607,CI MC T,355295
607,MC MK T,236
607,CI MC MK,30885
607,CI MC MK T,4408
608,CI T,13402123
608,MK T,924
608,MC T,453840
608,CI MK,135197
608,CI MC,47470011
608,MC MK,18176
608,CI MK T,70449
608,CI MC T,21459315
608,MC MK T,8867
608,CI MC MK,2039903
608,CI MC MK T,1115511
609,CI T,500909
609,MK T,121076
609,MC T,23171
609,CI MK,215765477
609,CI MC,47470011
609,MC MK,26443187
609,CI MK T,8942117
609,CI MC T,1666944
609,MC MK T,1234583
609,CI MC MK,2494722921
609,CI MC MK T,172434659
610,CI T,27125
610,MK T,1
610,MC T,11772
610,CI MK,368
610,CI MC,5805636
610,MC MK,53
610,CI MK T,155
610,CI MC T,90108
610,MC MK T,4
610,CI MC MK,1396
610,CI MC MK T,620
611,CI T,122
611,MK T,125
611,MC T,14
611,CI MK,78775652
611,CI MC,10919456
611,MC MK,8420451
611,CI MK T,9835
611,CI MC T,322
611,MC MK T,341
611,CI MC MK,200829963
611,CI MC MK T,29501
612,CI T,17901
612,MK T,16276
612,MC T,3008
612,CI MK,78775652
612,CI MC,16402802
612,MC MK,26443187
612,CI MK T,403833
612,CI MC T,65667
612,MC MK T,97987
612,CI MC MK,832564334
612,CI MC MK T,2866481
613,CI T,9419
613,MK T,1
613,MC T,2767
613,CI MK,456
613,CI MC,11923191
613,MC MK,714
613,CI MK T,64
613,CI MC T,100327
613,MC MK T,13
613,CI MC MK,6619
613,CI MC MK T,832
614,CI T,60835
614,MK T,35128
614,MC T,15488
614,CI MK,78775652
614,CI MC,27322258
614,MC MK,34863638
614,CI MK T,593500
614,CI MC T,170192
614,MC MK T,289102
614,CI MC MK,1033394297
614,CI MC MK T,8461034
615,CI T,40459
615,MK T,2
615,MC T,32445
615,CI MK,1544
615,CI MC,17728827
615,MC MK,830
615,CI MK T,168
615,CI MC T,472830
615,MC MK T,48
615,CI MC MK,28950
615,CI MC MK T,3864
616,CI T,916621
616,MK T,1130042
616,MC T,318955
616,CI MK,56877800
616,CI MC,5805636
616,MC MK,8420451
616,CI MK T,14009367
616,CI MC T,1385902
616,MC MK T,2132642
616,CI MC MK,203787972
616,CI MC MK T,51147544
617,CI T,1652192
617,MK T,210671
617,MC T,94759
617,CI MK,215765477
617,CI MC,32804230
617,MC MK,8420451
617,CI MK T,8434692
617,CI MC T,2389328
617,MC MK T,371831
617,CI MC MK,606627622
617,CI MC MK T,18155630
618,CI T,91
618,MK T,1
618,MC T,52
618,CI MK,149353
618,CI MC,11923191
618,MC MK,70977
618,CI MK T,62
618,CI MC T,1250
618,MC MK T,19
618,CI MC MK,2660113
618,CI MC MK T,1178
619,CI T,42
619,MK T,180
619,MC T,50
619,CI MK,39120332
619,CI MC,8461984
619,MC MK,26443187
619,CI MK T,4087
619,CI MC T,921
619,MC MK T,5609
619,CI MC MK,377011805
619,CI MC MK T,138562
620,CI T,2728
620,MK T,1
620,MC T,147
620,CI MK,290
620,CI MC,80274241
620,MC MK,93
620,CI MK T,135
620,CI MC T,7103
620,MC MK T,30
620,CI MC MK,9186
620,CI MC MK T,4050
621,CI T,331810
621,MK T,129
621,MC T,137682
621,CI MK,20163
621,CI MC,13355828
621,MC MK,18934
621,CI MK T,1694
621,CI MC T,744439
621,MC MK T,1005
621,CI MC MK,267617
621,CI MC MK T,25935
622,CI T,67
622,MK T,1
622,MC T,30
622,CI MK,15510
622,CI MC,27322258
622,MC MK,9118
622,CI MK T,45
622,CI MC T,1051
622,MC MK T,23
622,CI MC MK,252244
622,CI MC MK T,1035
623,CI T,3392165
623,MK T,92
623,MC T,1041007
623,CI MK,7212
623,CI MC,26495371
623,MC MK,3275
623,CI MK T,2469
623,CI MC T,11227662
623,MC MK T,1264
623,CI MC MK,97757
623,CI MC MK T,43837
624,CI T,2451
624,MK T,948
624,MC T,146
624,CI MK,215765477
624,CI MC,32804230
624,MC MK,8420451
624,CI MK T,67155
624,CI MC T,4612
624,MC MK T,2221
624,CI MC MK,606627622
624,CI MC MK T,213413
625,CI T,39943
625,MK T,2
625,MC T,7304
625,CI MK,695
625,CI MC,5663443
625,MC MK,141
625,CI MK T,49
625,CI MC T,41226
625,MC MK T,10
625,CI MC MK,2297
625,CI MC MK T,256
626,CI T,986086
626,MK T,12
626,MC T,1307690
626,CI MK,363
626,CI MC,17728827
626,MC MK,158
626,CI MK T,305
626,CI MC T,11051301
626,MC MK T,136
626,CI MC MK,5568
626,CI MC MK T,5306
627,CI T,312492
627,MK T,1889
627,MC T,667070
627,CI MK,7207
627,CI MC,2360996
627,MC MK,13655
627,CI MK T,6498
627,CI MC T,1875666
627,MC MK T,12813
627,CI MC MK,84960
627,CI MC MK T,82602
628,CI T,63234
628,MK T,18766
628,MC T,3962
628,CI MK,215765477
628,CI MC,32804230
628,MC MK,8420451
628,CI MK T,632562
628,CI MC T,82230
628,MC MK T,28927
628,CI MC MK,606627622
628,CI MC MK T,1054186
629,CI T,2246
629,MK T,8
629,MC T,48828
629,CI MK,46
629,CI MC,209489
629,MC MK,647
629,CI MK T,5
629,CI MC T,10887
629,MC MK T,46
629,CI MC MK,503
629,CI MC MK T,72
630,CI T,314
630,MK T,1414
630,MC T,348
630,CI MK,15790390
630,CI MC,4291188
630,MC MK,26443187
630,CI MK T,4778
630,CI MC T,845
630,MC MK T,21590
630,CI MC MK,145983631
630,CI MC MK T,93727
631,CI T,1
631,MK T,258
631,MC T,29
631,CI MK,697393
631,CI MC,121919
631,MC MK,26443187
631,CI MK T,258
631,CI MC T,29
631,MC MK T,7482
631,CI MC MK,10255635
631,CI MC MK T,7482
632,CI T,448082
632,MK T,310
632,MC T,163342
632,CI MK,24396
632,CI MC,11923191
632,MC MK,9636
632,CI MK T,11862
632,CI MC T,4171296
632,MC MK T,3907
632,CI MC MK,484699
632,CI MC MK T,251648
633,CI T,723
633,MK T,1
633,MC T,116
633,CI MK,908
633,CI MC,80274241
633,MC MK,145
633,CI MK T,142
633,CI MC T,7923
633,MC MK T,32
633,CI MC MK,14980
633,CI MC MK T,4544
634,CI T,125680
634,MK T,43
634,MC T,54333
634,CI MK,7130
634,CI MC,6512775
634,MC MK,5202
634,CI MK T,360
634,CI MC T,323625
634,MC MK T,252
634,CI MC MK,49458
634,CI MC MK T,2803
635,CI T,440
635,MK T,1
635,MC T,19
635,CI MK,20178
635,CI MC,32804230
635,MC MK,603
635,CI MK T,160
635,CI MC T,1459
635,MC MK T,8
635,CI MC MK,76391
635,CI MC MK T,1280
636,CI T,23290857
636,MK T,2133
636,MC T,987241
636,CI MK,181317
636,CI MC,47470011
636,MC MK,21173
636,CI MK T,146567
636,CI MC T,37727800
636,MC MK T,17303
636,CI MC MK,2258354
636,CI MC MK T,1848563
637,CI T,2704065
637,MK T,1880213
637,MC T,1045082
637,CI MK,35805959
637,CI MC,13355828
637,MC MK,34863638
637,CI MK T,17058698
637,CI MC T,6380634
637,MC MK T,16156017
637,CI MC MK,434306424
637,CI MC MK T,234208032
638,CI T,986086
638,MK T,102
638,MC T,640620
638,CI MK,4471
638,CI MC,5805636
638,MC MK,301
638,CI MK T,4127
638,CI MC T,2610103
638,MC MK T,273
638,CI MC MK,15445
638,CI MC MK T,14989
639,CI T,138887
639,MK T,291
639,MC T,105763
639,CI MK,23982
639,CI MC,5945562
639,MC MK,59536
639,CI MK T,907
639,CI MC T,219671
639,MC MK T,2918
639,CI MC MK,240828
639,CI MC MK T,12143
640,CI T,2
640,MK T,1
640,MC T,580
640,CI MK,118
640,CI MC,465399
640,MC MK,1766
640,CI MK T,2
640,CI MC T,58
640,MC MK T,29
640,CI MC MK,2546
640,CI MC MK T,58
641,CI T,5097646
641,MK T,4237707
641,MC T,1220306
641,CI MK,35805959
641,CI MC,5663443
641,MC MK,8420451
641,CI MK T,33795785
641,CI MC T,5178572
641,MC MK T,8097013
641,CI MC MK,90986087
641,CI MC MK T,87249229
642,CI T,5622896
642,MK T,1738
642,MC T,264834
642,CI MK,114636
642,CI MC,47470011
642,MC MK,10086
642,CI MK T,74457
642,CI MC T,18563493
642,MC MK T,5976
642,CI MC MK,877003
642,CI MC MK T,608073
643,CI T,1813
643,MK T,1740
643,MC T,307
643,CI MK,78775652
643,CI MC,16402802
643,MC MK,26443187
643,CI MK T,48049
643,CI MC T,8256
643,MC MK T,16010
643,CI MC MK,832564334
643,CI MC MK T,750172
644,CI T,3137147
644,MK T,13496
644,MC T,594856
644,CI MK,367917
644,CI MC,16402802
644,MC MK,113922
644,CI MK T,280320
644,CI MC T,10258884
644,MC MK T,93421
644,CI MC MK,3303382
644,CI MC MK T,2793775
645,CI T,182222
645,MK T,793
645,MC T,1274246
645,CI MK,482
645,CI MC,347636
645,MC MK,7804
645,CI MK T,482
645,CI MC T,347636
645,MC MK T,7804
645,CI MC MK,5826
645,CI MC MK T,5826
646,CI T,293103
646,MK T,2
646,MC T,16007
646,CI MK,9728
646,CI MC,47470011
646,MC MK,874
646,CI MK T,304
646,CI MC T,1135950
646,MC MK T,47
646,CI MC MK,137694
646,CI MC MK T,9870
647,CI T,3827
647,MK T,66
647,MC T,23512
647,CI MK,794
647,CI MC,398763
647,MC MK,9054
647,CI MK T,7
647,CI MC T,9972
647,MC MK T,162
647,CI MC MK,5244
647,CI MC MK T,65
648,CI T,3736796
648,MK T,52
648,MC T,1206606
648,CI MK,1132
648,CI MC,11923191
648,MC MK,535
648,CI MK T,983
648,CI MC T,11021362
648,MC MK T,507
648,CI MC MK,24020
648,CI MC MK T,20746
649,CI T,4323018
649,MK T,413
649,MC T,1274246
649,CI MK,9195
649,CI MC,11923191
649,MC MK,4031
649,CI MK T,9195
649,CI MC T,11923191
649,MC MK T,4031
649,CI MC MK,179557
649,CI MC MK T,179557
650,CI T,4733372
650,MK T,237
650,MC T,400417
