QueryID,Tables,postgres_Estimate
548,MI MI_IDX MK T,13
549,MI T,13711
549,MK T,13797
549,MI_IDX T,13603
549,MI MK,13424
549,MI MI_IDX,13614
549,MI_IDX MK,13723
549,MI MK T,13464
549,MI MI_IDX T,12960
549,MI_IDX MK T,12759
549,MI MI_IDX MK,12501
549,MI MI_IDX MK T,13050
550,MI T,1
550,MK T,1
550,MI_IDX T,1
550,MI MK,1
550,MI MI_IDX,1
550,MI_IDX MK,1
550,MI MK T,1
550,MI MI_IDX T,1
550,MI_IDX MK T,1
550,MI MI_IDX MK,1
550,MI MI_IDX MK T,1
551,MI T,14
551,MK T,15
551,MC T,13
551,MI MK,15
551,MC MI,14
551,MC MK,14
551,MI MK T,15
551,MC MI T,14
551,MC MK T,14
551,MC MI MK,13
551,MC MI MK T,16
552,MI T,21585
552,MK T,21091
552,MC T,20545
552,MI MK,20611
552,MC MI,19720
552,MC MK,18898
552,MI MK T,21839
552,MC MI T,20435
552,MC MK T,22663
552,MC MI MK,23120
552,MC MI MK T,20953
553,MI T,1
553,MK T,1
553,MC T,1
553,MI MK,1
553,MC MI,1
553,MC MK,1
553,MI MK T,1
553,MC MI T,1
553,MC MK T,1
553,MC MI MK,1
553,MC MI MK T,1
554,MI T,1
554,MK T,1
554,MC T,1
554,MI MK,1
554,MC MI,1
554,MC MK,1
554,MI MK T,1
554,MC MI T,1
554,MC MK T,1
554,MC MI MK,1
554,MC MI MK T,1
555,MI T,4138237
555,MK T,4190532
555,MC T,4058526
555,MI MK,3990690
555,MC MI,3893101
555,MC MK,3429808
555,MI MK T,4217304
555,MC MI T,3980133
555,MC MK T,3843987
555,MC MI MK,3950827
555,MC MI MK T,3770602
556,MI T,183
556,MK T,175
556,MC T,163
556,MI MK,205
556,MC MI,189
556,MC MK,203
556,MI MK T,187
556,MC MI T,181
556,MC MK T,182
556,MC MI MK,177
556,MC MI MK T,176
557,MI T,251133
557,MK T,248425
557,MC T,231893
557,MI MK,230832
557,MC MI,242236
557,MC MK,241635
557,MI MK T,297116
557,MC MI T,264791
557,MC MK T,251807
557,MC MI MK,249192
557,MC MI MK T,230936
558,MI T,4965730
558,MK T,5204080
558,MC T,5032840
558,MI MK,5322266
558,MC MI,4752232
558,MC MK,5199616
558,MI MK T,5314863
558,MC MI T,5616713
558,MC MK T,5390524
558,MC MI MK,5428357
558,MC MI MK T,4960929
559,MI T,1
559,MK T,1
559,MC T,1
559,MI MK,1
559,MC MI,1
559,MC MK,1
559,MI MK T,1
559,MC MI T,1
559,MC MK T,1
559,MC MI MK,1
559,MC MI MK T,1
560,MI T,2714
560,MK T,2434
560,MC T,2730
560,MI MK,2268
560,MC MI,2624
560,MC MK,2655
560,MI MK T,2347
560,MC MI T,2536
560,MC MK T,2785
560,MC MI MK,2584
560,MC MI MK T,2512
561,MI T,3577
561,MK T,3813
561,MC T,3823
561,MI MK,3717
561,MC MI,3802
561,MC MK,4009
561,MI MK T,3538
561,MC MI T,3440
561,MC MK T,3478
561,MC MI MK,3266
561,MC MI MK T,4135
562,MI T,1
562,MK T,1
562,MC T,1
562,MI MK,1
562,MC MI,1
562,MC MK,1
562,MI MK T,1
562,MC MI T,1
562,MC MK T,1
562,MC MI MK,1
562,MC MI MK T,1
563,MI T,12137
563,MK T,10541
563,MC T,11209
563,MI MK,12736
563,MC MI,12398
563,MC MK,11670
563,MI MK T,11776
563,MC MI T,11803
563,MC MK T,13146
563,MC MI MK,12828
563,MC MI MK T,12141
564,MI T,5324
564,MK T,5682
564,MC T,5180
564,MI MK,5554
564,MC MI,5071
564,MC MK,5134
564,MI MK T,4733
564,MC MI T,5538
564,MC MK T,5058
564,MC MI MK,5002
564,MC MI MK T,4543
565,MI T,359440
565,MK T,365589
565,MC T,374596
565,MI MK,514485
565,MC MI,409622
565,MC MK,443653
565,MI MK T,418058
565,MC MI T,326106
565,MC MK T,414292
565,MC MI MK,364938
565,MC MI MK T,368718
566,MI T,1
566,MK T,1
566,MC T,1
566,MI MK,1
566,MC MI,1
566,MC MK,1
566,MI MK T,1
566,MC MI T,1
566,MC MK T,1
566,MC MI MK,1
566,MC MI MK T,1
567,MI T,10
567,MK T,1
567,MC T,1
567,MI MK,1
567,MC MI,1
567,MC MK,1
567,MI MK T,10
567,MC MI T,1
567,MC MK T,13
567,MC MI MK,14
567,MC MI MK T,1
568,MI T,1
568,MK T,1
568,MC T,1
568,MI MK,1
568,MC MI,1
568,MC MK,1
568,MI MK T,1
568,MC MI T,1
568,MC MK T,1
568,MC MI MK,1
568,MC MI MK T,1
569,MI T,6555
569,MK T,6096
569,MC T,5851
569,MI MK,6142
569,MC MI,5897
569,MC MK,6397
569,MI MK T,6508
569,MC MI T,6300
569,MC MK T,5907
569,MC MI MK,6079
569,MC MI MK T,6505
570,MI T,1
570,MK T,1
570,MC T,1
570,MI MK,1
570,MC MI,1
570,MC MK,1
570,MI MK T,1
570,MC MI T,1
570,MC MK T,1
570,MC MI MK,1
570,MC MI MK T,1
571,MI T,16
571,MK T,16
571,MC T,15
571,MI MK,18
571,MC MI,17
571,MC MK,16
571,MI MK T,17
571,MC MI T,16
571,MC MK T,16
571,MC MI MK,17
571,MC MI MK T,16
572,MI T,11
572,MK T,11
572,MC T,11
572,MI MK,11
572,MC MI,11
572,MC MK,10
572,MI MK T,11
572,MC MI T,9
572,MC MK T,10
572,MC MI MK,11
572,MC MI MK T,9
573,MI T,765
573,MK T,754
573,MC T,730
573,MI MK,705
573,MC MI,821
573,MC MK,710
573,MI MK T,750
573,MC MI T,795
573,MC MK T,726
573,MC MI MK,766
573,MC MI MK T,719
574,MI T,1
574,MK T,1
574,MC T,1
574,MI MK,1
574,MC MI,1
574,MC MK,1
574,MI MK T,1
574,MC MI T,1
574,MC MK T,1
574,MC MI MK,1
574,MC MI MK T,1
575,MI T,1
575,MK T,1
575,MC T,1
575,MI MK,1
575,MC MI,1
575,MC MK,1
575,MI MK T,1
575,MC MI T,1
575,MC MK T,1
575,MC MI MK,1
575,MC MI MK T,1
576,MI T,133493
576,MK T,152805
576,MC T,175007
576,MI MK,152405
576,MC MI,153008
576,MC MK,147275
576,MI MK T,124943
576,MC MI T,229232
576,MC MK T,141251
576,MC MI MK,117753
576,MC MI MK T,149851
577,MI T,25941
577,MK T,35671
577,MC T,35329
577,MI MK,32847
577,MC MI,66885
577,MC MK,33079
577,MI MK T,40244
577,MC MI T,40057
577,MC MK T,30003
577,MC MI MK,34307
577,MC MI MK T,30333
578,MI T,13
578,MK T,10
578,MC T,12
578,MI MK,12
578,MC MI,12
578,MC MK,12
578,MI MK T,12
578,MC MI T,11
578,MC MK T,14
578,MC MI MK,13
578,MC MI MK T,12
579,MI T,24
579,MK T,24
579,MC T,24
579,MI MK,22
579,MC MI,26
579,MC MK,24
579,MI MK T,24
579,MC MI T,21
579,MC MK T,25
579,MC MI MK,24
579,MC MI MK T,24
580,MI T,1737
580,MK T,1643
580,MC T,1738
580,MI MK,1756
580,MC MI,1506
580,MC MK,13969
580,MI MK T,1694
580,MC MI T,1699
580,MC MK T,1716
580,MC MI MK,1889
580,MC MI MK T,1803
581,MI T,8129
581,MK T,8624
581,MC T,8439
581,MI MK,9037
581,MC MI,8926
581,MC MK,9096
581,MI MK T,8768
581,MC MI T,9822
581,MC MK T,8944
581,MC MI MK,9093
581,MC MI MK T,9632
582,MI T,1
582,MK T,1
582,MC T,1
582,MI MK,1
582,MC MI,1
582,MC MK,1
582,MI MK T,1
582,MC MI T,1
582,MC MK T,1
582,MC MI MK,1
582,MC MI MK T,1
583,MI T,792
583,MK T,883
583,MC T,855
583,MI MK,859
583,MC MI,846
583,MC MK,908
583,MI MK T,875
583,MC MI T,872
583,MC MK T,923
583,MC MI MK,865
583,MC MI MK T,759
584,MI T,2
584,MK T,2
584,MC T,2
584,MI MK,2
584,MC MI,2
584,MC MK,2
584,MI MK T,2
584,MC MI T,2
584,MC MK T,2
584,MC MI MK,2
584,MC MI MK T,2
585,MI T,38184
585,MK T,42970
585,MC T,42157
585,MI MK,42459
585,MC MI,38432
585,MC MK,45879
585,MI MK T,46722
585,MC MI T,43296
585,MC MK T,43911
585,MC MI MK,48899
585,MC MI MK T,45239
586,MI T,6
586,MK T,6
586,MC T,7
586,MI MK,7
586,MC MI,7
586,MC MK,7
586,MI MK T,7
586,MC MI T,6
586,MC MK T,7
586,MC MI MK,7
586,MC MI MK T,6
587,MI T,148
587,MK T,163
587,MC T,158
587,MI MK,155
587,MC MI,144
587,MC MK,162
587,MI MK T,154
587,MC MI T,162
587,MC MK T,150
587,MC MI MK,157
587,MC MI MK T,154
588,MI T,3293960
588,MK T,3050815
588,MC T,3262665
588,MI MK,2884338
588,MC MI,3044782
588,MC MK,2933038
588,MI MK T,3168793
588,MC MI T,3231771
588,MC MK T,3289059
588,MC MI MK,2974204
588,MC MI MK T,3264430
589,MI T,1900
589,MK T,2295
589,MC T,2169
589,MI MK,1905
589,MC MI,1804
589,MC MK,1711
589,MI MK T,2122
589,MC MI T,1996
589,MC MK T,2249
589,MC MI MK,1995
589,MC MI MK T,2145
590,MI T,1091
590,MK T,1157
590,MC T,1173
590,MI MK,1060
590,MC MI,1097
590,MC MK,1290
590,MI MK T,1369
590,MC MI T,1123
590,MC MK T,1167
590,MC MI MK,1140
590,MC MI MK T,1022
591,MI T,1102938
591,MK T,1104972
591,MC T,1138357
591,MI MK,1201779
591,MC MI,1108448
591,MC MK,1039998
591,MI MK T,1169384
591,MC MI T,1131638
591,MC MK T,1135548
591,MC MI MK,1152490
591,MC MI MK T,1129551
592,MI T,30133
592,MK T,18677
592,MC T,18567
592,MI MK,25022
592,MC MI,23298
592,MC MK,30253
592,MI MK T,27554
592,MC MI T,16729
592,MC MK T,22940
592,MC MI MK,14250
592,MC MI MK T,16359
593,MI T,240
593,MK T,239
593,MC T,235
593,MI MK,254
593,MC MI,256
593,MC MK,225
593,MI MK T,206
593,MC MI T,238
593,MC MK T,221
593,MC MI MK,239
593,MC MI MK T,212
594,MI T,1
594,MK T,1
594,MC T,1
594,MI MK,1
594,MC MI,1
594,MC MK,1
594,MI MK T,1
594,MC MI T,1
594,MC MK T,1
594,MC MI MK,1
594,MC MI MK T,1
595,MI T,243268
595,MK T,237843
595,MC T,255797
595,MI MK,248679
595,MC MI,261008
595,MC MK,230829
595,MI MK T,264841
595,MC MI T,241181
595,MC MK T,234598
595,MC MI MK,243635
595,MC MI MK T,263223
596,MI T,48872
596,MK T,42954
596,MC T,46185
596,MI MK,44137
596,MC MI,48999
596,MC MK,51362
596,MI MK T,42376
596,MC MI T,48782
596,MC MK T,46793
596,MC MI MK,47771
596,MC MI MK T,44151
597,MI T,67
597,MK T,65
597,MC T,66
597,MI MK,68
597,MC MI,63
597,MC MK,63
597,MI MK T,74
597,MC MI T,71
597,MC MK T,62
597,MC MI MK,66
597,MC MI MK T,61
598,MI T,810922
598,MK T,995155
598,MC T,889162
598,MI MK,899615
598,MC MI,900182
598,MC MK,970701
598,MI MK T,968583
598,MC MI T,936621
598,MC MK T,962581
598,MC MI MK,950680
598,MC MI MK T,784273
599,MI T,7
599,MK T,4
599,MC T,4
599,MI MK,4
599,MC MI,4
599,MC MK,4
599,MI MK T,5
599,MC MI T,3
599,MC MK T,4
599,MC MI MK,5
599,MC MI MK T,7
600,MI T,5942
600,MK T,6501
600,MC T,6405
600,MI MK,6469
600,MC MI,6641
600,MC MK,6060
600,MI MK T,5949
600,MC MI T,6278
600,MC MK T,6720
600,MC MI MK,6179
600,MC MI MK T,6308
601,MI T,1
601,MK T,1
601,MC T,1
601,MI MK,1
601,MC MI,1
601,MC MK,1
601,MI MK T,1
601,MC MI T,1
601,MC MK T,1
601,MC MI MK,1
601,MC MI MK T,1
602,MI T,1615
602,MK T,1791
602,MC T,1477
602,MI MK,1419
602,MC MI,1637
602,MC MK,1578
602,MI MK T,1656
602,MC MI T,1605
602,MC MK T,1625
602,MC MI MK,1662
602,MC MI MK T,1710
603,MI T,1
603,MK T,1
603,MC T,1
603,MI MK,1
603,MC MI,1
603,MC MK,1
603,MI MK T,1
603,MC MI T,1
603,MC MK T,1
603,MC MI MK,1
603,MC MI MK T,1
604,MI T,4847012
604,MK T,4565378
604,MC T,4518616
604,MI MK,4209253
604,MC MI,4639117
604,MC MK,5261768
604,MI MK T,4968940
604,MC MI T,4761863
604,MC MK T,4503832
604,MC MI MK,5031423
604,MC MI MK T,4766259
605,MI T,1
605,MK T,1
605,MC T,1
605,MI MK,1
605,MC MI,1
605,MC MK,1
605,MI MK T,1
605,MC MI T,1
605,MC MK T,1
605,MC MI MK,1
605,MC MI MK T,1
606,CI T,3320
606,MK T,2968
606,MC T,3248
606,CI MK,3059
606,CI MC,3179
606,MC MK,3533
606,CI MK T,3559
606,CI MC T,3302
606,MC MK T,3689
606,CI MC MK,3514
606,CI MC MK T,3989
607,CI T,24
607,MK T,23
607,MC T,25
607,CI MK,22
607,CI MC,23
607,MC MK,24
607,CI MK T,23
607,CI MC T,22
607,MC MK T,21
607,CI MC MK,23
607,CI MC MK T,24
608,CI T,3793
608,MK T,3835
608,MC T,3318
608,CI MK,3610
608,CI MC,3970
608,MC MK,3276
608,CI MK T,3925
608,CI MC T,3433
608,MC MK T,3537
608,CI MC MK,3496
608,CI MC MK T,3539
609,CI T,549186
609,MK T,560816
609,MC T,589374
609,CI MK,603308
609,CI MC,542855
609,MC MK,536922
609,CI MK T,563792
609,CI MC T,616530
609,MC MK T,558383
609,CI MC MK,546225
609,CI MC MK T,585614
610,CI T,2
610,MK T,2
610,MC T,2
610,CI MK,1
610,CI MC,2
610,MC MK,2
610,CI MK T,2
610,CI MC T,2
610,MC MK T,2
610,CI MC MK,1
610,CI MC MK T,2
611,CI T,2424
611,MK T,2659
611,MC T,2398
611,CI MK,2311
611,CI MC,2087
611,MC MK,2351
611,CI MK T,2348
611,CI MC T,2214
611,MC MK T,2259
611,CI MC MK,2064
611,CI MC MK T,2540
612,CI T,443921
612,MK T,495625
612,MC T,446760
612,CI MK,464407
612,CI MC,498165
612,MC MK,446926
612,CI MK T,490786
612,CI MC T,470667
612,MC MK T,483947
612,CI MC MK,476046
612,CI MC MK T,465342
613,CI T,1
613,MK T,1
613,MC T,1
613,CI MK,1
613,CI MC,1
613,MC MK,1
613,CI MK T,1
613,CI MC T,1
613,MC MK T,1
613,CI MC MK,1
613,CI MC MK T,1
614,CI T,299096
614,MK T,257597
614,MC T,236587
614,CI MK,266233
614,CI MC,261837
614,MC MK,286338
614,CI MK T,275084
614,CI MC T,283116
614,MC MK T,269627
614,CI MC MK,253214
614,CI MC MK T,251887
615,CI T,4
615,MK T,4
615,MC T,4
615,CI MK,4
615,CI MC,4
615,MC MK,4
615,CI MK T,4
615,CI MC T,4
615,MC MK T,3
615,CI MC MK,4
615,CI MC MK T,4
616,CI T,9032651
616,MK T,10529270
616,MC T,8796256
616,CI MK,9999882
616,CI MC,9857997
616,MC MK,10001032
616,CI MK T,9116881
616,CI MC T,9488793
616,MC MK T,9847150
616,CI MC MK,10919069
616,CI MC MK T,8835045
617,CI T,11061072
617,MK T,11081571
617,MC T,11201290
617,CI MK,10937787
617,CI MC,10954950
617,MC MK,10696857
617,CI MK T,10424870
617,CI MC T,11368605
617,MC MK T,10976310
617,CI MC MK,10859388
617,CI MC MK T,9358896
618,CI T,2
618,MK T,1
618,MC T,2
618,CI MK,2
618,CI MC,1
618,MC MK,2
618,CI MK T,1
618,CI MC T,1
618,MC MK T,1
618,CI MC MK,1
618,CI MC MK T,1
619,CI T,233
619,MK T,242
619,MC T,237
619,CI MK,243
619,CI MC,234
619,MC MK,221
619,CI MK T,300
619,CI MC T,261
619,MC MK T,262
619,CI MC MK,262
619,CI MC MK T,216
620,CI T,1
620,MK T,1
620,MC T,1
620,CI MK,1
620,CI MC,1
620,MC MK,1
620,CI MK T,1
620,CI MC T,1
620,MC MK T,1
620,CI MC MK,1
620,CI MC MK T,1
621,CI T,396
621,MK T,399
621,MC T,373
621,CI MK,414
621,CI MC,400
621,MC MK,377
621,CI MK T,384
621,CI MC T,381
621,MC MK T,358
621,CI MC MK,417
621,CI MC MK T,368
622,CI T,1
622,MK T,1
622,MC T,1
622,CI MK,1
622,CI MC,1
622,MC MK,1
622,CI MK T,1
622,CI MC T,1
622,MC MK T,1
622,CI MC MK,1
622,CI MC MK T,1
623,CI T,3940
623,MK T,3650
623,MC T,3388
623,CI MK,3836
623,CI MC,3932
623,MC MK,3797
623,CI MK T,3749
623,CI MC T,3526
623,MC MK T,3562
623,CI MC MK,3619
623,CI MC MK T,3541
624,CI T,6543
624,MK T,6496
624,MC T,6880
624,CI MK,6953
624,CI MC,6791
624,MC MK,6466
624,CI MK T,6016
624,CI MC T,6892
624,MC MK T,6287
624,CI MC MK,6499
624,CI MC MK T,6921
625,CI T,9
625,MK T,9
625,MC T,9
625,CI MK,9
625,CI MC,8
625,MC MK,9
625,CI MK T,9
625,CI MC T,8
625,MC MK T,8
625,CI MC MK,9
625,CI MC MK T,9
626,CI T,1517
626,MK T,1596
626,MC T,1408
626,CI MK,1271
626,CI MC,1467
626,MC MK,1562
626,CI MK T,1461
626,CI MC T,1397
626,MC MK T,1523
626,CI MC MK,1398
626,CI MC MK T,1350
627,CI T,425
627,MK T,396
627,MC T,468
627,CI MK,404
627,CI MC,433
627,MC MK,455
627,CI MK T,428
627,CI MC T,410
627,MC MK T,430
627,CI MC MK,403
627,CI MC MK T,454
628,CI T,541035
628,MK T,532320
628,MC T,623131
628,CI MK,670310
628,CI MC,541775
628,MC MK,598486
628,CI MK T,647114
628,CI MC T,543072
628,MC MK T,614159
628,CI MC MK,661210
628,CI MC MK T,573519
629,CI T,4
629,MK T,3
629,MC T,3
629,CI MK,3
629,CI MC,4
629,MC MK,4
629,CI MK T,4
629,CI MC T,4
629,MC MK T,4
629,CI MC MK,4
629,CI MC MK T,4
630,CI T,733
630,MK T,673
630,MC T,769
630,CI MK,5240
630,CI MC,762
630,MC MK,696
630,CI MK T,5110
630,CI MC T,734
630,MC MK T,731
630,CI MC MK,712
630,CI MC MK T,5057
631,CI T,1
631,MK T,1
631,MC T,1
631,CI MK,1
631,CI MC,1
631,MC MK,1
631,CI MK T,1
631,CI MC T,1
631,MC MK T,1
631,CI MC MK,1
631,CI MC MK T,1
632,CI T,117
632,MK T,115
632,MC T,115
632,CI MK,111
632,CI MC,113
632,MC MK,114
632,CI MK T,112
632,CI MC T,120
632,MC MK T,119
632,CI MC MK,123
632,CI MC MK T,108
633,CI T,1
633,MK T,1
633,MC T,1
633,CI MK,1
633,CI MC,1
633,MC MK,1
633,CI MK T,1
633,CI MC T,1
633,MC MK T,1
633,CI MC MK,1
633,CI MC MK T,1
634,CI T,40
634,MK T,39
634,MC T,40
634,CI MK,48
634,CI MC,43
634,MC MK,43
634,CI MK T,39
634,CI MC T,41
634,MC MK T,41
634,CI MC MK,45
634,CI MC MK T,46
635,CI T,1
635,MK T,1
635,MC T,1
635,CI MK,1
635,CI MC,1
635,MC MK,1
635,CI MK T,1
635,CI MC T,1
635,MC MK T,1
635,CI MC MK,1
635,CI MC MK T,1
636,CI T,14456
636,MK T,13456
636,MC T,12390
636,CI MK,15131
636,CI MC,13554
636,MC MK,13969
636,CI MK T,14867
636,CI MC T,14873
636,MC MK T,13336
636,CI MC MK,14649
636,CI MC MK T,13430
637,CI T,33182707
637,MK T,36338852
637,MC T,31260761
637,CI MK,31961724
637,CI MC,37534390
637,MC MK,33802178
637,CI MK T,36958661
637,CI MC T,33745337
637,MC MK T,31647277
637,CI MC MK,32209042
637,CI MC MK T,32270431
638,CI T,812
638,MK T,761
638,MC T,779
638,CI MK,861
638,CI MC,723
638,MC MK,760
638,CI MK T,805
638,CI MC T,881
638,MC MK T,717
638,CI MC MK,881
638,CI MC MK T,817
639,CI T,2937
639,MK T,3512
639,MC T,2931
639,CI MK,2199
639,CI MC,2373
639,MC MK,2178
639,CI MK T,2604
639,CI MC T,2178
639,MC MK T,2669
639,CI MC MK,2585
639,CI MC MK T,2207
640,CI T,1
640,MK T,1
640,MC T,1
640,CI MK,1
640,CI MC,1
640,MC MK,1
640,CI MK T,1
640,CI MC T,1
640,MC MK T,1
640,CI MC MK,1
640,CI MC MK T,1
641,CI T,62732499
641,MK T,61382110
641,MC T,65851774
641,CI MK,66303342
641,CI MC,63883113
641,MC MK,61870573
641,CI MK T,63737217
641,CI MC T,58156470
641,MC MK T,66314514
641,CI MC MK,61027833
641,CI MC MK T,64493081
642,CI T,2094
642,MK T,2191
642,MC T,1989
642,CI MK,2061
642,CI MC,2233
642,MC MK,2152
642,CI MK T,2120
642,CI MC T,2051
642,MC MK T,2026
642,CI MC MK,2111
642,CI MC MK T,2044
643,CI T,659
643,MK T,758
643,MC T,759
643,CI MK,716
643,CI MC,794
643,MC MK,660
643,CI MK T,808
643,CI MC T,853
643,MC MK T,864
643,CI MC MK,5669
643,CI MC MK T,700
644,CI T,58110
644,MK T,44560
644,MC T,56563
644,CI MK,55017
644,CI MC,57840
644,MC MK,50100
644,CI MK T,49283
644,CI MC T,54271
644,MC MK T,51614
644,CI MC MK,54133
644,CI MC MK T,56449
645,CI T,121
645,MK T,118
645,MC T,113
645,CI MK,122
645,CI MC,117
645,MC MK,118
645,CI MK T,126
645,CI MC T,127
645,MC MK T,119
645,CI MC MK,116
645,CI MC MK T,108
646,CI T,30
646,MK T,33
646,MC T,31
646,CI MK,30
646,CI MC,30
646,MC MK,31
646,CI MK T,30
646,CI MC T,31
646,MC MK T,30
646,CI MC MK,30
646,CI MC MK T,29
647,CI T,1
647,MK T,1
647,MC T,1
647,CI MK,3
647,CI MC,1
647,MC MK,1
647,CI MK T,1
647,CI MC T,1
647,MC MK T,1
647,CI MC MK,1
647,CI MC MK T,1
648,CI T,946
648,MK T,998
648,MC T,965
648,CI MK,912
648,CI MC,967
648,MC MK,964
648,CI MK T,978
648,CI MC T,909
648,MC MK T,843
648,CI MC MK,1039
648,CI MC MK T,958
649,CI T,2799
649,MK T,2894
649,MC T,2848
649,CI MK,2719
649,CI MC,2848
649,MC MK,2959
649,CI MK T,2799
649,CI MC T,3165
649,MC MK T,3029
649,CI MC MK,2877
649,CI MC MK T,2779
650,CI T,2080
650,MK T,2104
650,MC T,2064
650,CI MK,2116
650,CI MC,2025
650,MC MK,1994
650,CI MK T,2058
650,CI MC T,2126
650,MC MK T,2104
650,CI MC MK,2159
650,CI MC MK T,1976
651,CI T,1
651,MK T,1
651,MC T,1
651,CI MK,1
651,CI MC,1
651,MC MK,1
651,CI MK T,1
651,CI MC T,1
651,MC MK T,1
651,CI MC MK,1
651,CI MC MK T,1
652,CI T,312
652,MK T,251
652,MC T,263
652,CI MK,291
652,CI MC,281
652,MC MK,278
652,CI MK T,260
652,CI MC T,276
652,MC MK T,283
652,CI MC MK,259
652,CI MC MK T,274
653,CI T,5417
653,MK T,5298
653,MC T,8675
653,CI MK,5111
653,CI MC,5778
653,MC MK,8570
653,CI MK T,5032
653,CI MC T,5617
653,MC MK T,6833
653,CI MC MK,5118
653,CI MC MK T,6735
654,CI T,1210
654,MK T,1053
654,MC T,1111
654,CI MK,1158
654,CI MC,1122
654,MC MK,1006
654,CI MK T,1060
654,CI MC T,1074
654,MC MK T,1162
654,CI MC MK,1079
654,CI MC MK T,1205
655,CI T,314
655,MK T,371
655,MC T,382
655,CI MK,337
655,CI MC,360
655,MC MK,311
655,CI MK T,315
655,CI MC T,330
655,MC MK T,339
655,CI MC MK,326
655,CI MC MK T,297
656,CI T,56
656,MK T,60
656,MC T,57
656,CI MK,59
656,CI MC,55
656,MC MK,60
656,CI MK T,57
656,CI MC T,60
656,MC MK T,58
656,CI MC MK,59
656,CI MC MK T,61
657,CI T,504852
657,MK T,560428
657,MC T,553235
657,CI MK,530090
657,CI MC,479190
657,MC MK,560853
657,CI MK T,542510
657,CI MC T,545812
657,MC MK T,528521
657,CI MC MK,487507
657,CI MC MK T,571863
658,CI T,25226
658,MK T,24942
658,MC T,20601
658,CI MK,24329
658,CI MC,24983
658,MC MK,22978
658,CI MK T,26072
658,CI MC T,24129
658,MC MK T,21612
658,CI MC MK,25044
658,CI MC MK T,23515
659,CI T,3003
659,MK T,2913
659,MC T,2607
659,CI MK,2798
659,CI MC,2911
659,MC MK,2852
659,CI MK T,3046
659,CI MC T,2947
659,MC MK T,2635
659,CI MC MK,2894
659,CI MC MK T,3055
660,CI T,279
660,MK T,209
660,MC T,293
660,CI MK,285
660,CI MC,255
660,MC MK,278
660,CI MK T,266
660,CI MC T,262
660,MC MK T,272
660,CI MC MK,367
660,CI MC MK T,216
661,MI T,103
661,MI_IDX T,94
661,CI T,131
661,MI MI_IDX,103
661,CI MI,89
661,CI MI_IDX,98
661,MI MI_IDX T,100
661,CI MI T,95
661,CI MI_IDX T,118
661,CI MI MI_IDX,98
661,CI MI MI_IDX T,92
662,MI T,6676
662,MI_IDX T,4384
662,CI T,4451
662,MI MI_IDX,3867
662,CI MI,5672
662,CI MI_IDX,4587
662,MI MI_IDX T,5782
662,CI MI T,5284
662,CI MI_IDX T,5750
662,CI MI MI_IDX,7518
662,CI MI MI_IDX T,4632
663,MI T,2234014
663,MI_IDX T,2934485
663,CI T,1949470
663,MI MI_IDX,2758217
663,CI MI,2410764
663,CI MI_IDX,2175530
663,MI MI_IDX T,2513861
663,CI MI T,2154790
663,CI MI_IDX T,2344189
663,CI MI MI_IDX,2666815
663,CI MI MI_IDX T,2436457
664,MI T,88588
664,MI_IDX T,76311
664,CI T,81671
664,MI MI_IDX,72021
664,CI MI,88719
664,CI MI_IDX,69871
664,MI MI_IDX T,78193
664,CI MI T,85945
664,CI MI_IDX T,92953
664,CI MI MI_IDX,79978
664,CI MI MI_IDX T,84498
665,MI T,692708
665,MI_IDX T,703186
665,CI T,618544
665,MI MI_IDX,648955
665,CI MI,583648
665,CI MI_IDX,706081
665,MI MI_IDX T,654844
665,CI MI T,675513
665,CI MI_IDX T,635403
665,CI MI MI_IDX,548208
665,CI MI MI_IDX T,573266
666,MI T,13016327
666,MI_IDX T,14544807
666,CI T,15138538
666,MI MI_IDX,13876231
666,CI MI,14176190
666,CI MI_IDX,14328310
666,MI MI_IDX T,12534158
666,CI MI T,15006012
666,CI MI_IDX T,14913847
666,CI MI MI_IDX,15213714
666,CI MI MI_IDX T,14484191
667,MI T,74123
667,MI_IDX T,75987
667,CI T,78052
667,MI MI_IDX,80183
667,CI MI,81266
667,CI MI_IDX,79069
667,MI MI_IDX T,76183
667,CI MI T,74883
667,CI MI_IDX T,86265
667,CI MI MI_IDX,62256
667,CI MI MI_IDX T,80173
668,MI T,1681035
668,MI_IDX T,2067801
668,CI T,2020713
668,MI MI_IDX,2010417
668,CI MI,2099605
668,CI MI_IDX,1995267
668,MI MI_IDX T,1934637
668,CI MI T,1639242
668,CI MI_IDX T,2202922
668,CI MI MI_IDX,2007641
668,CI MI MI_IDX T,1931677
669,MI T,2940
669,MI_IDX T,2845
669,CI T,3611
669,MI MI_IDX,2276
669,CI MI,2926
669,CI MI_IDX,3348
669,MI MI_IDX T,3138
669,CI MI T,2530
669,CI MI_IDX T,2532
669,CI MI MI_IDX,2774
669,CI MI MI_IDX T,2925
670,MI T,375842
670,MI_IDX T,334194
670,CI T,382025
670,MI MI_IDX,289771
670,CI MI,359075
670,CI MI_IDX,367336
670,MI MI_IDX T,363901
670,CI MI T,275380
670,CI MI_IDX T,359742
670,CI MI MI_IDX,340804
670,CI MI MI_IDX T,359332
671,MI T,908
671,MI_IDX T,1145
671,CI T,954
671,MI MI_IDX,840
671,CI MI,1117
671,CI MI_IDX,997
671,MI MI_IDX T,772
671,CI MI T,850
671,CI MI_IDX T,1081
671,CI MI MI_IDX,1161
