QueryID,Tables,truecardinality_Estimate
84,U V,34664
84,C V,10993960
84,C U V,10993951
85,C U,166415
85,U V,33533
85,C V,11029918
85,C U V,10862842
86,C P,134887
86,C U,56533
86,C V,591108
86,P V,328064
86,C P U,56533
86,C P V,591108
86,C U V,209182
86,C P U V,209182
87,C U,73909
87,B C,15796144
87,B U,68130
87,B C U,758411
88,C U,132504
88,B C,10223864
88,B U,79610
88,B C U,10223864
89,P U,49174
89,P PH,54725800
89,PH U,145895
89,P PH U,1356723
90,P U,10205
90,P PH,1008487
90,PH U,205970
90,P PH U,582617
91,P U,63604
91,P PH,54200975
91,PH U,178928
91,P PH U,4197329
92,P PH,293859
92,P U,37249
92,P PH U,155561
93,U V,34789
93,P V,2162683
93,P U,46273
93,P U V,2162683
94,U V,27929
94,P V,2737086
94,P U,72152
94,P U V,1100297
95,P PH,303187
95,C PH,704085
95,PH V,1330735
95,C P,174305
95,P V,327888
95,C V,864796
95,C P PH,704085
95,P PH V,1330735
95,C PH V,4254157
95,C P V,864796
95,C P PH V,4254157
96,P PH,300288
96,C PH,520457
96,PH V,985080
96,C P,133397
96,P V,262116
96,C V,456127
96,C P PH,520457
96,P PH V,985080
96,C PH V,2016238
96,C P V,456127
96,C P PH V,2016238
97,P U,11436
97,C U,164047
97,U V,32349
97,C P,783881
97,P V,171377
97,C V,11015599
97,C P U,697548
97,P U V,129111
97,C U V,10544032
97,C P V,70306921
97,C P U V,56359398
98,P U,39132
98,C U,125725
98,U V,28895
98,C P,1787527
98,P V,372328
98,C V,11030553
98,C P U,1100480
98,P U V,243679
98,C U V,3412592
98,C P V,129983957
98,C P U V,40855663
99,P U,32854
99,C U,47188
99,U V,18280
99,C P,1458221
99,P V,373777
99,C V,7491903
99,C P U,224804
99,P U V,53869
99,C U V,113650
99,C P V,100572053
99,C P U V,1490297
100,P U,40645
100,P V,125349
100,C P,86810
100,C V,865125
100,P U V,122304
100,C P U,84759
100,C P V,310335
100,C P U V,303210
101,P U,85857
101,P V,271632
101,C P,115487
101,C V,589044
101,P U V,266893
101,C P U,113882
101,C P V,414167
101,C P U V,408599
102,B U,79593
102,P U,41935
102,B P,443526
102,P V,143872
102,B P U,443526
102,P U V,140884
102,B P V,2809424
102,B P U V,2809424
103,B U,66192
103,P U,37799
103,U V,23113
103,B P,450917
103,B V,1056687
103,P V,371909
103,B P U,253539
103,B U V,204329
103,P U V,151229
103,B P V,22611584
103,B P U V,3778084
104,U V,17404
104,C V,11031325
104,PH V,13983299
104,C U,57512
104,PH U,139728
104,C PH,260664622
104,C U V,141015
104,PH U V,320887
104,C PH V,57449461905
104,C PH U,1643026
104,C PH U V,11075893
105,U V,29904
105,C V,7472486
105,PH V,14111005
105,C U,80882
105,PH U,194813
105,C PH,166885001
105,C U V,949319
105,PH U V,1861587
105,C PH V,37978810501
105,C PH U,5645148
105,C PH U V,183537163
106,U V,11735
106,C V,10790526
106,PH V,2639317
106,C U,46532
106,PH U,40568
106,C PH,53580751
106,C U V,48772
106,PH U V,36614
106,C PH V,10560550246
106,C PH U,365522
106,C PH U V,569476
107,B U,77535
107,C U,24368
107,U V,33690
107,B C,3203614
107,B V,991738
107,C V,2087379
107,B C U,3203614
107,B U V,991738
107,C U V,2087379
107,B C V,537352263
107,B C U V,537352263
108,B U,77791
108,C U,24049
108,U V,33891
108,B C,3321285
108,B V,1056687
108,C V,2201378
108,B C U,3271463
108,B U V,1012835
108,C U V,2169982
108,B C V,596251188
108,B C U V,593169291
109,P PL,9794
109,C PL,22016
109,PL V,53419
109,PH PL,55626
109,C P,134887
109,P V,326887
109,P PH,303187
109,C V,589751
109,C PH,529790
109,PH V,1326706
109,C P PL,22016
109,P PL V,53419
109,P PH PL,55626
109,C PL V,130027
109,C PH PL,136011
109,PH PL V,377582
109,C P V,589751
109,C P PH,529790
109,P PH V,1326706
109,C PH V,2786997
109,C P PL V,130027
109,C P PH PL,136011
109,P PH PL V,377582
109,C PH PL V,978405
109,C P PH V,2786997
109,C P PH PL V,978405
110,P PL,10423
110,C PL,23304
110,PL V,60440
110,PH PL,59832
110,C P,134887
110,P V,328064
110,P PH,303187
110,C V,591108
110,C PH,529790
110,PH V,1331347
110,C P PL,23304
110,P PL V,60440
110,P PH PL,59832
110,C PL V,146248
110,C PH PL,145541
110,PH PL V,427169
110,C P V,591108
110,C P PH,529790
110,P PH V,1331347
110,C PH V,2793122
110,C P PL V,146248
110,C P PH PL,145541
110,P PH PL V,427169
110,C PH PL V,1104151
110,C P PH V,2793122
110,C P PH PL V,1104151
111,P PL,10032
111,C PL,32645
111,PL V,64699
111,PH PL,52257
111,C P,174305
111,P V,327650
111,P PH,272988
111,C V,864063
111,C PH,642530
111,PH V,1260416
111,C P PL,32645
111,P PL V,64699
111,P PH PL,52257
111,C PL V,267713
111,C PH PL,185957
111,PH PL V,428079
111,C P V,864063
111,C P PH,642530
111,P PH V,1260416
111,C PH V,4040813
111,C P PL V,267713
111,C P PH PL,185957
111,P PH PL V,428079
111,C PH PL V,1957551
111,C P PH V,4040813
111,C P PH PL V,1957551
112,P PL,9549
112,C PL,31229
112,PL V,56757
112,PH PL,54502
112,C P,174305
112,P V,327152
112,P PH,303187
112,C V,862828
112,C PH,704085
112,PH V,1327972
112,C P PL,31229
112,P PL V,56757
112,P PH PL,54502
112,C PL V,235437
112,C PH PL,194539
112,PH PL V,401079
112,C P V,862828
112,C P PH,704085
112,P PH V,1327972
112,C PH V,4245830
112,C P PL V,235437
112,C P PH PL,194539
112,P PH PL V,401079
112,C PH PL V,1839326
112,C P PH V,4245830
112,C P PH PL V,1839326
113,B U,59312
113,PH U,136807
113,C U,54402
113,B PH,16322646
113,B C,15833285
113,C PH,261938196
113,B PH U,739163
113,B C U,345737
113,C PH U,1423316
113,B C PH,79235427124
113,B C PH U,18382871
114,B U,61057
114,PH U,49719
114,C U,65943
114,B PH,3455248
114,B C,15674319
114,C PH,52345244
114,B PH U,341222
114,B C U,540560
114,C PH U,1031868
114,B C PH,13701953477
114,B C PH U,19424781
115,B U,65776
115,PH U,162695
115,C U,70030
115,B PH,15901240
115,B C,15329217
115,C PH,257948495
115,B PH U,1155518
115,B C U,609782
115,C PH U,2697536
115,B C PH,76679643179
115,B C PH U,43927632
116,B U,68382
116,PH U,167503
116,C U,1192
116,B PH,15975345
116,B C,1331833
116,C PH,22310877
116,B PH U,1242771
116,B C U,14309
116,C PH U,49318
116,B C PH,7234622392
116,B C PH U,986987
117,P U,31729
117,P PH,217448
117,P V,109665
117,PH V,977123
117,P PH U,157452
117,P U V,62169
117,P PH V,645020
117,P PH U V,354388
118,P U,34830
118,P PH,200802
118,P V,130721
118,PH V,1288522
118,P PH U,167333
118,P U V,96144
118,P PH V,759809
118,P PH U V,554302
119,B U,65475
119,B P,399188
119,B PH,6367202
119,P U,35776
119,PH U,22618
119,P PH,674563
119,B P U,203957
119,B PH U,181824
119,B P PH,64185580
119,P PH U,139036
119,B P PH U,1936953
120,B U,75698
120,B P,3716905
120,B PH,16318029
120,P U,84828
120,PH U,258907
120,P PH,54661696
120,B P U,3349913
120,B PH U,14328073
120,B P PH,12317095804
120,P PH U,49191000
120,B P PH U,11637523617
121,B U,62746
121,B P,191853
121,B PH,3129544
121,P U,9739
121,PH U,47834
121,P PH,329862
121,B P U,70835
121,B PH U,284345
121,B P PH,24863332
121,P PH U,80133
121,B P PH U,1116000
122,B U,79851
122,B P,3115494
122,B PH,16203910
122,P U,47100
122,PH U,279018
122,P PH,47376444
122,B P U,3115494
122,B PH U,16203910
122,B P PH,11206879551
122,P PH U,47376444
122,B P PH U,11206879551
123,B U,79838
123,B P,216873
123,B PH,16322646
123,P U,12912
123,PH U,281808
123,P PH,1454263
123,B P U,216873
123,B PH U,16322611
123,B P PH,154355934
123,P PH U,1454263
123,B P PH U,154355934
124,B U,64907
124,PH U,156020
124,U V,19477
124,B PH,16293878
124,B V,1053933
124,PH V,14104617
124,B PH U,1043962
124,B U V,120415
124,PH U V,442957
124,B PH V,3133987157
124,B PH U V,6351775
125,B U,38533
125,PH U,21676
125,U V,10430
125,B PH,449327
125,B V,1046838
125,PH V,373623
125,B PH U,52993
125,B U V,23386
125,PH U V,11332
125,B PH V,22564579
125,B PH U V,56205
126,B U,79851
126,PH U,281859
126,U V,34789
126,B PH,16322646
126,B V,1056687
126,PH V,14111005
126,B PH U,16322646
126,B U V,1056687
126,PH U V,14111005
126,B PH V,3136348028
126,B PH U V,3136348028
127,P PL,3711
127,P V,66189
127,P PH,74548
127,C P,22210
127,PL V,35692
127,PH PL,52130
127,C PL,21077
127,PH V,989610
127,C V,468748
127,C PH,529790
127,P PL V,25523
127,P PH PL,23304
127,C P PL,8938
127,P PH V,415486
127,C P V,124001
127,C P PH,142432
127,PH PL V,243903
127,C PL V,87697
127,C PH PL,130766
127,C PH V,2082832
127,P PH PL V,184562
127,C P PL V,63711
127,C P PH PL,61110
127,C P PH V,878864
127,C PH PL V,640157
127,C P PH PL V,490921
128,P PL,3167
128,P V,56627
128,P PH,61284
128,C P,25695
128,PL V,66311
128,PH PL,55293
128,C PL,31580
128,PH V,1228382
128,C V,847176
128,C PH,691045
128,P PL V,18097
128,P PH PL,19015
128,C P PL,10594
128,P PH V,334037
128,C P V,147586
128,C P PH,160411
128,PH PL V,403975
128,C PL V,262343
128,C PH PL,194687
128,C PH V,3918357
128,P PH PL V,114676
128,C P PL V,65948
128,C P PH PL,69251
128,C P PH V,988335
128,C PH PL V,1730990
128,C P PH PL V,454094
129,P PL,10666
129,P V,97099
129,P PH,212264
129,C P,87913
129,PL V,45487
129,PH PL,63615
129,C PL,35173
129,PH V,989610
129,C V,681443
129,C PH,701334
129,P PL V,35452
129,P PH PL,60577
129,C P PL,33535
129,P PH V,564227
129,C P V,248888
129,C P PH,502222
129,PH PL V,306302
129,C PL V,180486
129,C PH PL,219124
129,C PH V,3134682
129,P PH PL V,226973
129,C P PL V,131280
129,C P PH PL,207359
129,C P PH V,1624890
129,C PH PL V,1336950
129,C P PH PL V,914210
130,P PL,10074
130,C PL,30379
130,PH PL,62670
130,C P,167242
130,P PH,298469
130,C U,52606
130,C PH,697276
130,C P PL,28359
130,P PH PL,61674
130,C PL U,5817
130,C PH PL,203839
130,C P U,50737
130,C P PH,659714
130,C PH U,199310
130,C P PL U,5220
130,C P PH PL,185637
130,C PH PL U,40734
130,C P PH U,188226
130,C P PH PL U,35205
131,U V,771
131,C V,35785
131,P V,19791
131,PH V,590855
131,C U,1933
131,P U,36915
131,PH U,170323
131,C P,65529
131,C PH,22337322
131,P PH,2941291
131,C U V,925
131,P U V,11044
131,PH U V,58846
131,C P V,328256
131,C PH V,209235331
131,P PH V,8924314
131,C P U,11279
131,C PH U,315245
131,P PH U,1284580
131,C P PH,141069729
131,C P U V,12940
131,C PH U V,212898
131,P PH U V,2002061
131,C P PH V,1374616477
131,C P PH U,2477892
131,C P PH U V,2863626
132,U V,240
132,C V,459497
132,P V,18269
132,PH V,113681
132,C U,34546
132,P U,25348
132,PH U,32677
132,C P,1734830
132,C PH,51551247
132,P PH,836767
132,C U V,1299
132,P U V,676
132,PH U V,17147
132,C P V,5909197
132,C PH V,480939244
132,P PH V,2011745
132,C P U,87396
132,C PH U,108073
132,P PH U,72816
132,C P PH,541576193
132,C P U V,7189
132,C PH U V,8772
132,P PH U V,5057
132,C P PH V,3870790306
132,C P PH U,535358
132,C P PH U V,96484
133,PH U,128316
133,PH V,599646
133,C PH,263105194
133,B PH,15812416
133,U V,427
133,C U,50973
133,B U,55320
133,C V,508105
133,B V,40644
133,B C,15568550
133,PH U V,16468
133,C PH U,1147749
133,B PH U,642330
133,C PH V,2738898533
133,B PH V,124537262
133,B C PH,78147491078
133,C U V,6607
133,B U V,3780
133,B C U,295550
133,B C V,138483693
133,C PH U V,785324
133,B PH U V,234941
133,B C PH U,11961136
133,B C PH V,913283715750
133,B C U V,89399
133,B C PH U V,13971410
134,PH U,18745
134,B U,11599
134,P U,741
134,C U,4586
134,B PH,15948847
134,P PH,1198886
134,C PH,162374170
134,B P,183858
134,B C,10238947
134,C P,609866
134,B PH U,27920
134,P PH U,3017
134,C PH U,19761
134,B P U,1348
134,B C U,7870
134,C P U,881
134,B P PH,115569079
134,B C PH,47420998692
134,C P PH,832493707
134,B C P,58231423
134,B P PH U,6698
134,B C PH U,46217
134,C P PH U,5222
134,B C P U,2324
134,B C P PH,203750648599
134,B C P PH U,16698
135,PH U,281859
135,B U,79851
135,P U,866
135,C U,132712
135,B PH,16322646
135,P PH,61634
135,C PH,167312466
135,B P,8897
135,B C,10238947
135,C P,28846
135,B PH U,16322646
135,P PH U,61634
135,C PH U,167312466
135,B P U,8897
135,B C U,10238947
135,C P U,28846
135,B P PH,3360391
135,B C PH,49002548446
135,C P PH,23267235
135,B C P,1610002
135,B P PH U,3360391
135,B C PH U,49002548446
135,C P PH U,23267235
135,B C P U,1610002
135,B C P PH,2263957167
135,B C P PH U,2263957167
136,PH U,144407
136,B U,61518
136,P U,9610
136,C U,57627
136,B PH,16322646
136,P PH,1427072
136,C PH,256479273
136,B P,211843
136,B C,15518956
136,C P,868002
136,B PH U,869316
136,P PH U,275324
136,C PH U,1765715
136,B P U,69518
136,B C U,410288
136,C P U,119580
136,B P PH,150888972
136,B C PH,77821458190
136,C P PH,1581408582
136,B C P,101351830
136,B P PH U,4229083
136,B C PH U,25103355
136,C P PH U,11874391
136,B C P U,1885363
136,B C P PH,422358560837
136,B C P PH U,255355807
137,B U,79851
137,P U,11763
137,B P,180943
137,C P,25066
137,P PL,4058
137,C PL,26352
137,B P U,180943
137,C P U,24665
137,P PL U,3982
137,B C P,396632
137,B P PL,89803
137,C P PL,10033
137,B C P U,396632
137,B P PL U,89803
137,C P PL U,9879
137,B C P PL,233930
137,B C P PL U,233930
138,B U,79206
138,P U,90109
138,U V,34789
138,B P,3665459
138,B V,1050170
138,P V,2712537
138,P T,596
138,B P U,3665459
138,B U V,1050170
138,P U V,2712537
138,P T U,593
138,B P V,522510304
138,B P T,78137
138,P T V,70752
138,B P U V,522510304
138,B P T U,78137
138,P T U V,70752
138,B P T V,15677331
138,B P T U V,15677331
139,P U,88461
139,B U,77692
139,P PL,6879
139,P V,264920
139,C P,166502
139,B P,3483198
139,PL V,291690
139,C PL,30009
139,C V,865125
139,P PL U,6710
139,P U V,260355
139,C P U,163984
139,B P U,3483198
139,P PL V,56968
139,C P PL,18602
139,B P PL,134801
139,C P V,607655
139,B P V,13909829
139,B C P,6974839
139,C PL V,1141338
139,P PL U V,55513
139,C P PL U,18198
139,B P PL U,134801
139,C P U V,598098
139,B P U V,13909829
139,B C P U,6974839
139,C P PL V,159813
139,B P PL V,1422002
139,B C P PL,376280
139,B C P V,34375856
139,C P PL U V,156956
139,B P PL U V,1422002
139,B C P PL U,376280
139,B C P U V,34375856
139,B C P PL V,4231593
139,B C P PL U V,4231593
140,P PL,6218
140,C P,20043
140,P V,87809
140,P PH,71953
140,C PL,18089
140,PL V,268505
140,PH PL,62530
140,B U,78544
140,B C,10178277
140,C U,132712
140,C V,582959
140,C PH,529790
140,PH V,1314885
140,C P PL,10139
140,P PL V,133657
140,P PH PL,40467
140,B C P,1613494
140,C P U,19628
140,C P V,143102
140,C P PH,125100
140,P PH V,542064
140,B C PL,1631222
140,C PL U,17707
140,C PL V,466494
140,C PH PL,124141
140,PH PL V,2103120
140,B C U,10178277
140,B C V,45707592
140,B C PH,43872001
140,C U V,571591
140,C PH U,520248
140,C PH V,2753908
140,B C P PL,906966
140,C P PL U,9921
140,C P PL V,173718
140,C P PH PL,68374
140,P PH PL V,959222
140,B C P U,1613494
140,B C P V,11678813
140,B C P PH,10107224
140,C P U V,139845
140,C P PH U,122537
140,C P PH V,967844
140,B C PL U,1631222
140,B C PL V,38895008
140,B C PH PL,11014660
140,C PL U V,453015
140,C PH PL U,121477
140,C PH PL V,3618173
140,B C U V,45707592
140,B C PH U,43872001
140,B C PH V,222420785
140,C PH U V,2693999
140,B C P PL U,906966
140,B C P PL V,16500753
140,B C P PH PL,6133136
140,C P PL U V,169866
140,C P PH PL U,66749
140,C P PH PL V,1178501
140,B C P U V,11678813
140,B C P PH U,10107224
140,B C P PH V,79337134
140,C P PH U V,946861
140,B C PL U V,38895008
140,B C PH PL U,11014660
140,B C PH PL V,279208161
140,C PH PL U V,3526360
140,B C PH U V,222420785
140,B C P PL U V,16500753
140,B C P PH PL U,6133136
140,B C P PH PL V,113925678
140,C P PH PL U V,1151874
140,B C P PH U V,79337134
140,B C PH PL U V,279208161
140,B C P PH PL U V,113925678
141,P PL,8786
141,C P,171647
141,P V,299322
141,P PH,298827
141,C PL,30393
141,PL V,287961
141,PH PL,65334
141,B U,79851
141,B C,15900001
141,C U,171470
141,C V,865125
141,C PH,704085
141,PH V,1331347
141,C P PL,25273
141,P PL V,119632
141,P PH PL,54737
141,B C P,15683189
141,C P U,168900
141,C P V,742435
141,C P PH,692309
141,P PH V,1177021
141,B C PL,3452526
141,C PL U,29591
141,C PL V,1122938
141,C PH PL,211971
141,PH PL V,2247616
141,B C U,15900001
141,B C V,81958485
141,B C PH,70129559
141,C U V,847168
141,C PH U,691208
141,C PH V,4255848
141,B C P PL,2821168
141,C P PL U,24685
141,C P PL V,390091
141,C P PH PL,172885
141,P PH PL V,797534
141,B C P U,15683189
141,B C P V,71466602
141,B C P PH,69119371
141,C P U V,728017
141,C P PH U,679830
141,C P PH V,3460806
141,B C PL U,3452526
141,B C PL V,127416476
141,B C PH PL,23808461
141,C PL U V,1079491
141,C PH PL U,205841
141,C PH PL V,9265894
141,B C U V,81958485
141,B C PH U,70129559
141,B C PH V,413991602
141,C PH U V,4154456
141,B C P PL U,2821168
141,B C P PL V,44260014
141,B C P PH PL,19108639
141,C P PL U V,377452
141,C P PH PL U,168708
141,C P PH PL V,2793773
141,B C P U V,71466602
141,B C P PH U,69119371
141,B C P PH V,348955301
141,C P PH U V,3384567
141,B C PL U V,127416476
141,B C PH PL U,23808461
141,B C PH PL V,1000743441
141,C PH PL U V,8872062
141,B C PH U V,413991602
141,B C P PL U V,44260014
141,B C P PH PL U,19108639
141,B C P PH PL V,312148706
141,C P PH PL U V,2704978
141,B C P PH U V,348955301
141,B C PH PL U V,1000743441
141,B C P PH PL U V,312148706
142,P PL,10683
142,C P,64406
142,P V,152614
142,P PH,215985
142,C PL,19912
142,PL V,303416
142,PH PL,69462
142,B U,79851
142,B C,10225026
142,C U,132451
142,C V,585989
142,C PH,527835
142,PH V,1326566
142,C P PL,18316
142,P PL V,300737
142,P PH PL,68389
142,B C P,5543342
142,C P U,63198
142,C P V,253217
142,C P PH,361425
142,P PH V,928622
142,B C PL,1827833
142,C PL U,19469
142,C PL V,520276
142,C PH PL,136431
142,PH PL V,2368493
142,B C U,10225026
142,B C V,46537849
142,B C PH,43970699
142,C U V,574721
142,C PH U,518370
142,C PH V,2763952
142,B C P PL,1706513
142,C P PL U,17903
142,C P PL V,488680
142,C P PH PL,121625
142,P PH PL V,2342248
142,B C P U,5543342
142,B C P V,21200677
142,B C P PH,31274384
142,C P U V,246477
142,C P PH U,354404
142,C P PH V,1677253
142,B C PL U,1827833
142,B C PL V,44869387
142,B C PH PL,12304064
142,C PL U V,504508
142,C PH PL U,133378
142,C PH PL V,4030299
142,B C U V,46537849
142,B C PH U,43970699
142,B C PH V,226229172
142,C PH U V,2704307
142,B C P PL U,1706513
142,B C P PL V,42793812
142,B C P PH PL,11214638
142,C P PL U V,473164
142,C P PH PL U,118785
142,C P PH PL V,3701478
142,B C P U V,21200677
142,B C P PH U,31274384
142,B C P PH V,139632376
142,C P PH U V,1633686
142,B C PL U V,44869387
142,B C PH PL U,12304064
142,B C PH PL V,319981016
142,C PH PL U V,3923087
142,B C PH U V,226229172
142,B C P PL U V,42793812
142,B C P PH PL U,11214638
142,B C P PH PL V,299574955
142,C P PH PL U V,3596066
142,B C P PH U V,139632376
142,B C PH PL U V,319981016
142,B C P PH PL U V,299574955
143,P PL,6021
143,C P,29236
143,P V,55484
143,P PH,71359
143,C PL,29657
143,PL V,164951
143,PH PL,65334
143,B U,75910
143,B C,14929017
143,C U,170249
143,C V,668933
143,C PH,699208
143,PH V,987389
143,C P PL,16583
143,P PL V,65432
143,P PH PL,38925
143,B C P,2762071
143,C P U,28596
143,C P V,146285
143,C P PH,185793
143,P PH V,339466
143,B C PL,3246110
143,C PL U,28885
143,C PL V,600807
143,C PH PL,206697
143,PH PL V,1251420
143,B C U,14929017
143,B C V,61160701
143,B C PH,65723184
143,C U V,655992
143,C PH U,686665
143,C PH V,3076706
143,B C P PL,1785176
143,C P PL U,16219
143,C P PL V,186721
143,C P PH PL,116033
143,P PH PL V,445535
143,B C P U,2762071
143,B C P V,14185466
143,B C P PH,17589523
143,C P U V,142418
143,C P PH U,181816
143,C P PH V,1000676
143,B C PL U,3246110
143,B C PL V,67369732
143,B C PH PL,22385875
143,C PL U V,577029
143,C PH PL U,200752
143,C PH PL V,4890045
143,B C U V,61160701
143,B C PH U,65723184
143,B C PH V,289290682
143,C PH U V,3006637
143,B C P PL U,1785176
143,B C P PL V,21582838
143,B C P PH PL,12492036
143,C P PL U V,182241
143,C P PH PL U,113409
143,C P PH PL V,1328499
143,B C P U V,14185466
143,B C P PH U,17589523
143,B C P PH V,96498890
143,C P PH U V,975631
143,B C PL U V,67369732
143,B C PH PL U,22385875
143,B C PH PL V,524182774
143,C PH PL U V,4681602
143,B C PH U V,289290682
143,B C P PL U V,21582838
143,B C P PH PL U,12492036
143,B C P PH PL V,155696936
143,C P PH PL U V,1297422
143,B C P PH U V,96498890
143,B C PH PL U V,524182774
143,B C P PH PL U V,155696936
144,P U,37022
144,B U,64490
144,P V,154617
144,C P,90677
144,B P,451967
144,P PH,217851
144,C V,865125
144,PH V,1331347
144,C PH,704085
144,P U V,110685
144,C P U,77261
144,B P U,210347
144,P PH U,185940
144,C P V,427774
144,B P V,3408749
144,P PH V,948354
144,B C P,1035019
144,C P PH,520351
144,B P PH,2410386
144,C PH V,4255848
144,C P U V,298982
144,B P U V,870305
144,P PH U V,665965
144,B C P U,465676
144,C P PH U,439077
144,B P PH U,1093349
144,B C P V,10049407
144,C P PH V,3005809
144,B P PH V,21714973
144,B C P PH,6254690
144,B C P U V,2523140
144,C P PH U V,2087179
144,B P PH U V,5444892
144,B C P PH U,2777219
144,B C P PH V,71123272
144,B C P PH U V,18762969
145,P U,41977
145,P V,150090
145,C P,90309
145,P PL,10581
145,P PH,38637
145,C V,863038
145,PL V,64243
145,PH V,357171
145,C PL,33859
145,C PH,210237
145,PH PL,12272
145,P U V,146996
145,C P U,88722
145,P PL U,10453
145,P PH U,38044
145,C P V,412822
145,P PL V,61687
145,P PH V,175223
145,C P PL,33758
145,C P PH,117788
145,P PH PL,12249
145,C PL V,265135
145,C PH V,1411723
145,PH PL V,90846
145,C PH PL,51426
145,C P U V,405572
145,P PL U V,60963
145,P PH U V,172157
145,C P PL U,33366
145,C P PH U,116096
145,P PH PL U,12124
145,C P PL V,251465
145,C P PH V,668362
145,P PH PL V,87842
145,C P PH PL,51304
145,C PH PL V,458451
145,C P PL U V,249157
145,C P PH U V,659522
145,P PH PL U V,87188
145,C P PH PL U,50824
145,C P PH PL V,438690
145,C P PH PL U V,436286
146,P U,89639
146,P V,318561
146,C P,169983
146,P PL,10494
146,P PH,289244
146,C V,853748
146,PL V,68029
146,PH V,1179398
146,C PL,33456
146,C PH,679915
146,PH PL,59178
146,P U V,312661
146,C P U,167410
146,P PL U,10354
146,P PH U,284839
146,C P V,803828
146,P PL V,65064
146,P PH V,1156329
146,C P PL,32546
146,C P PH,659401
146,P PH PL,58730
146,C PL V,267839
146,C PH V,3807034
146,PH PL V,396051
146,C PH PL,204137
146,C P U V,790217
146,P PL U V,64156
146,P PH U V,1137071
146,C P PL U,32154
146,C P PH U,649110
146,P PH PL U,57968
146,C P PL V,248612
146,C P PH V,3482755
146,P PH PL V,387888
146,C P PH PL,198082
146,C PH PL V,1706906
146,C P PL U V,245765
146,C P PH U V,3429589
146,P PH PL U V,383348
146,C P PH PL U,195525
146,C P PH PL V,1586326
146,C P PH PL U V,1570429
