QueryID,Tables,bayescard_Estimate
71,V C P,92563.37393
71,B C P U,175811.7511
71,PH C PL P,33281.37034
71,V C PL P,247937.9875
71,B C PL U P,30001.90883
71,V C PH P,126081.8961
71,B C PH U P,183571.165
71,B C V U P,92498.91634
71,PH P PL,14652.78285
71,V P PL,105934.5377
71,V P PH,48456.52634
71,V PL PH P,246500.7876
71,PH C P PL,33281.37034
71,V C P PL,247937.9875
71,B C P PL U,30001.90883
71,V C P PH,126081.8961
71,B C P PH U,183571.165
71,B C P V U,92498.91634
71,V C PL PH P,573169.2962
71,B C PL PH U P,33258.19447
71,B C PL V U P,247765.333
71,B C PH V U P,125994.0975
71,V P PL PH,246500.7876
71,V C P PL PH,573169.2962
71,B C P PL PH U,33258.19447
71,B C P PL V U,247765.333
71,B C P PH V U,125994.0975
71,B C PL PH V U P,572770.163
71,B C P PL PH V U,572770.163
72,P C,134763.0548
72,PL C P,22603.61697
72,PH C P,2494.052539
72,V C P,586822.6488
72,B C U,9836129.044
72,PL P,13944.62549
72,PH P,1401.584335
72,V P,313626.575
72,PH PL P,688.2280592
72,V PL P,535209.2025
72,V PH P,9960.880236
72,PL C P,21102.05474
72,PH C P,2479.328454
72,V C P,552720.2449
72,B C P U,9811404.568
72,PH C PL P,1157.708025
72,V C PL P,756285.5883
72,B C PL U P,1525246.236
72,V C PH P,17004.58875
72,B C PH U P,2395.447084
72,B C V U P,9540000.0
72,PH P PL,633.9448843
72,V P PL,294583.6189
72,V P PH,8366.480841
72,V PL PH P,18954.14343
72,PH C P PL,1078.01668
72,V C P PL,438944.7757
72,B C P PL U,20267.75888
72,V C P PH,14617.09914
72,B C P PH U,2381.305135
72,B C P V U,531000.0
72,V C PL PH P,29060.51817
72,B C PL PH U P,1111.936606
72,B C PL V U P,51032617.86
72,B C PH V U P,16332.29128
72,V P PL PH,9417.461366
72,V C P PL PH,15106.38701
72,B C P PL PH U,1035.395956
72,B C P PL V U,421590.5507
72,B C P PH V U,14039.19403
72,B C PL PH V U P,27911.57462
72,B C P PL PH V U,14509.1373
73,P C,76445.62337
73,PL C P,29196.0868
73,PH C P,661244.9932
73,V C P,7386.911987
73,B C U,15640012.21
73,PL P,11899.01836
73,PH P,195224.3831
73,V P,1018.538675
73,PH PL P,84437.00017
73,V PL P,1402.031138
73,V PH P,11465.86956
73,PL C P,20241.09951
73,PH C P,391838.577
73,V C P,2139.203694
73,B C P U,76412.86461
73,PH C PL P,201090.1108
73,V C PL P,3388.732659
73,B C PL U P,29183.57558
73,V C PH P,30023.95441
73,B C PH U P,661000.0
73,B C V U P,7383.74652
73,PH P PL,81155.92168
73,V P PL,1247.030376
73,V P PH,6283.268086
73,V PL PH P,9457.727883
73,PH C P PL,164894.243
73,V C P PL,2469.463428
73,B C P PL U,20232.42572
73,V C P PH,13503.1993
73,B C P PH U,391670.6648
73,B C P V U,2138.286995
73,V C PL PH P,23456.32582
73,B C PL PH U P,201003.9389
73,B C PL V U P,3387.280507
73,B C PH V U P,30011.08844
73,V P PL PH,8812.870435
73,V C P PL PH,17779.19575
73,B C P PL PH U,164823.5819
73,B C P PL V U,2468.405205
73,B C P PH V U,13497.41285
73,B C PL PH V U P,23446.27423
73,B C P PL PH V U,17771.57694
74,P C,86607.84385
74,PH C P,704085.0
74,V C P,860621.0671
74,PH P,205159.6283
74,V P,119542.2427
74,B P U,378960.5392
74,U P,41175.93145
74,V PH P,1571304.193
74,U B,84754.82705
74,PH C P,481296.5534
74,V C P,308945.2876
74,B C P U,789022.0031
74,U C P,83165.20862
74,V C PH P,4080000.0
74,V P PH,768201.3865
74,B P PH U,2019761.179
74,U P PH,219457.0127
74,B P V U,1936800.633
74,U P V,188530.3229
74,U P B,378761.1291
74,V C P PH,1985426.701
74,B C P PH U,473278.0538
74,U C P PH,83165.20862
74,B C P V U,303798.1956
74,U C P V,168203.6747
74,U C P B,788605.3484
74,B P PH V U,10322643.99
74,U P PH V,1004817.621
74,U P PH B,2018698.375
74,U P V B,1935768.029
74,B C P PH V U,1950000.0
74,U C P PH V,1080955.368
74,U C P PH B,788605.3484
74,U C P V B,1727060.617
74,U P PH V B,10317140.47
74,U C P PH V B,11100000.0
75,P C,59296.20424
75,PH C P,518340.8037
75,V C P,584553.8344
75,PH P,196996.8223
75,V P,101791.6268
75,B P U,335720.4778
75,U P,28106.02263
75,V PH P,1571304.193
75,U B,56254.77537
75,PH C P,313324.3863
75,V C P,164729.3837
75,B C P U,58250.39708
75,U C P,42868.0477
75,V C PH P,2750000.0
75,V P PH,653688.2645
75,B P PH U,1789302.89
75,U P PH,149797.7956
75,B P V U,1486966.5
75,U P V,111721.612
75,U P B,99075.94098
75,V C P PH,1058178.709
75,B C P PH U,307798.2841
75,U C P PH,226517.1087
75,B C P V U,161824.0516
75,U C P V,119090.7103
75,U C P B,135263.7735
75,B P PH V U,7925144.968
75,U P PH V,595447.1547
75,U P PH B,528049.0148
75,U P V B,404114.2098
75,B C P PH V U,1040000.0
75,U C P PH V,765007.7427
75,U C P PH B,90835.70008
75,U C P V B,47756.60481
75,U P PH V B,2153823.706
75,U C P PH V B,307000.0
76,P C,83371.4918
76,PH C P,183699.086
76,V C P,662819.2724
76,PH P,37813.65646
76,V P,103866.6505
76,B P U,389619.6243
76,U P,23799.6799
76,V PH P,319896.9751
76,U B,42864.84601
76,PH C P,81818.36574
76,V C P,245632.9316
76,B C P U,748914.3598
76,U C P,44063.58993
76,V C PH P,824935.4291
76,V P PH,121420.9279
76,B P PH U,37183.19693
76,U P PH,21224.77314
76,B P V U,102134.9026
76,U P V,58300.2624
76,U P B,69093.79682
76,V C P PH,285701.0233
76,B C P PH U,80454.22449
76,U C P PH,45924.57895
76,B C P V U,241537.5429
76,U C P V,137873.5552
76,U C P B,128102.2816
76,B P PH V U,119396.501
76,U P PH V,68153.46331
76,U P PH B,66609.95728
76,U P V B,238425.1577
76,B C P PH V U,280937.5873
76,U C P PH V,160363.7409
76,U C P PH B,14267.47395
76,U C P V B,42833.43258
76,U P PH V B,229854.0579
76,U C P PH V B,49820.50021
77,P C,31740.46921
77,PH C P,704085.0
77,V C P,92563.37393
77,PH P,79601.62259
77,V P,9243.644131
77,B P U,192776.7476
77,U P,19996.59718
77,V PH P,184400.1105
77,U B,73378.52472
77,PH C P,188470.3119
77,V C P,23896.11366
77,B C P U,396164.3472
77,U C P,38945.94209
77,V C PH P,483248.8489
77,V P PH,62324.68016
77,B P PH U,1027449.961
77,U P PH,106576.6657
77,B P V U,103698.227
77,U P V,8430.011613
77,U P B,141733.2519
77,V C P PH,161119.241
77,B C P PH U,396164.3472
77,U C P PH,38945.94209
77,B C P V U,22811.43705
77,U C P V,21792.75974
77,U C P B,284754.8853
77,B P PH V U,552684.5977
77,U P PH V,56838.81488
77,U P PH B,755401.3948
77,U P V B,69561.13632
77,B C P PH V U,153805.8228
77,U C P PH V,146937.4041
77,U C P PH B,284754.8853
77,U C P V B,62110.58403
77,U P PH V B,370742.7771
77,U C P PH V B,418779.8191
78,P C,31118.91026
78,PH C P,704085.0
78,V C P,3757.44187
78,PH P,82492.19735
78,V P,416.4618657
78,B P U,207703.3675
78,U P,22603.69548
78,V PH P,6469.042671
78,U B,84820.36277
78,PH C P,180490.1708
78,V C P,984.3655171
78,B C P U,399240.7588
78,U C P,31118.91026
78,V C PH P,16685.0832
78,V P PH,2818.227094
78,B P PH U,1107004.965
78,U P PH,82492.19735
78,B P V U,409.5182803
78,U P V,416.4618657
78,U P B,207703.3675
78,V C P PH,6665.356339
78,B C P PH U,177480.8943
78,U C P PH,180490.1708
78,B C P V U,967.9533877
78,U C P V,984.3655171
78,U C P B,399240.7588
78,B P PH V U,2771.239357
78,U P PH V,2818.227094
78,U P PH B,1107004.965
78,U P V B,409.5182803
78,B C P PH V U,6554.226186
78,U C P PH V,6665.356339
78,U C P PH B,177480.8943
78,U C P V B,967.9533877
78,U P PH V B,2771.239357
78,U C P PH V B,6554.226186
79,P C,21998.82501
79,PH C P,529790.0
79,V C P,586706.9964
79,PH P,72084.75878
79,V P,64322.09314
79,B P U,170803.608
79,U P,13861.07356
79,V PH P,1570736.115
79,U B,53978.62799
79,PH C P,128671.3534
79,V C P,113986.0407
79,B C P U,266227.3062
79,U C P,15865.11497
79,V C PH P,2760000.0
79,V P PH,426600.8498
79,B P PH U,910338.8372
79,U P PH,73875.91948
79,B P V U,726293.1661
79,U P V,46387.81402
79,U P B,43999.93112
79,V C P PH,755870.4668
79,B C P PH U,122782.0888
79,U C P PH,92795.22041
79,B C P V U,108768.9202
79,U C P V,82204.46501
79,U C P B,66430.11134
79,B P PH V U,3870953.806
79,U P PH V,307656.0466
79,U P PH B,234508.1969
79,U P V B,168350.3791
79,B C P PH V U,721274.4121
79,U C P PH V,545118.7442
79,U C P PH B,65098.66363
79,U C P V B,28019.46079
79,U P PH V B,897263.765
79,U C P PH V B,185804.1808
80,P C U,2275348.741
80,U C,152063.2941
80,U P,41457.1215
80,U C P,1904520.164
81,P C U,898215.2025
81,U C,140079.6832
81,U P,20588.61717
81,U C P,896200.8317
82,PH C U,260000000.0
82,U C,56693.10914
82,U PH,157686.6154
82,U C PH,2070000.0
83,PH C U,263000000.0
83,U C,74691.21974
83,U PH,168951.3205
83,U C PH,2790000.0
84,V C U,10909002.17
84,U C,164237.2173
84,U V,36426.57881
84,U C V,10712389.19
85,V C U,10993631.51
85,U C,174742.0482
85,U V,35580.62629
85,U C V,10764123.65
86,V C P,586822.6488
86,U C,61982.71855
86,P C,135102.6541
86,P V,332827.8177
86,U C V P,46999.85565
86,P C V,586822.6488
86,P C U,61982.71855
86,P C V U,46999.85565
87,B C U,15611880.64
87,U C,71355.89459
87,U B,69695.85345
87,U C B,722606.5325
88,B C U,9957437.227
88,U C,127732.852
88,U B,81161.21755
88,U C B,9955495.135
89,P PH U,55000000.0
89,U PH,156010.8877
89,U P,49682.12911
89,U PH P,1890000.0
90,P PH U,9759862.892
90,U PH,199343.1589
90,U P,16639.73807
90,U PH P,4132271.172
91,P PH U,51974813.85
91,U PH,174354.8067
91,U P,64485.15581
91,U PH P,4580000.0
92,P PH,291576.155
92,U P,36527.0648
92,U PH P,170460.5208
93,P V U,2273034.047
93,U V,43960.43671
93,U P,43069.76961
93,U V P,2272939.446
94,P V U,2912776.469
94,U V,37714.89654
94,U P,72513.25371
94,U V P,1178533.814
95,PH C P,704085.0
95,V C P,860068.6434
95,P C,175934.265
95,V PH P,1570115.753
95,P PH,303187.0
95,P V,332591.8864
95,V C PH P,4070000.0
95,P C PH,704085.0
95,P C V,860068.6434
95,P PH V,1570115.753
95,P C PH V,4070000.0
96,PH C P,515131.6234
96,V C P,440250.6903
96,P C,133446.6973
96,V PH P,1187125.51
96,P PH,295657.0104
96,P V,255822.6444
96,V C PH P,2060000.0
96,P C PH,515131.6234
96,P C V,440250.6903
96,P PH V,1187125.51
96,P C PH V,2060000.0
97,P C U,911568.1818
97,V C U,10959719.23
97,U C,158460.011
97,V P U,162791.7436
97,U P,16871.04731
97,U V,41550.68592
97,V C P U,2109140610.0
97,U C P,829097.6925
97,U C V,10472565.8
97,U P V,133895.8542
97,U C P V,2151426880.0
98,P C U,2684205.496
98,V C U,10994373.48
98,U C,132379.0712
98,V P U,379951.6813
98,U P,43404.83017
98,U V,32458.15418
98,V C P U,5721327424.0
98,U C P,1802605.376
98,U C V,3351884.26
98,U P V,247995.3304
98,U C P V,836843281.8
99,P C U,2015311.021
99,V C U,7485615.657
99,U C,53686.88265
99,V P U,433047.326
99,U P,35835.08825
99,U V,25906.2896
99,V C P U,3791367314.0
99,U C P,516828.8561
99,U C V,100684.0564
99,U P V,86322.39064
99,U C P V,1150032.532
100,P C,84542.70406
100,V C P,860621.0671
100,V P,107322.8877
100,U P,42268.57919
100,V C P,277875.5454
100,U C P,82270.23236
100,U P V,155685.0278
100,U C P V,139082.5816
101,P C,112115.8176
101,V C P,584369.9584
101,V P,252758.3696
101,U P,86994.56453
101,V C P,389528.7739
101,U C P,112020.9214
101,U P V,252544.4319
101,U C P V,389199.0721
102,P V,141871.1262
102,B P U,411812.0028
102,U P,46047.96092
102,U B,81345.73213
102,B V P U,2003570.279
102,U V P,141871.1262
102,U P B,411812.0028
102,U V P B,2003570.279
103,P V U,443902.1397
103,B V U,1272748.932
103,U V,29826.13389
103,B P U,439153.5985
103,U P,40991.48893
103,U B,67430.41188
103,B V P U,21623983.4
103,U V P,225875.7347
103,U V B,368122.3177
103,U P B,238852.971
103,U V P B,4151167.684
104,PH C U,258000000.0
104,V C U,11022217.22
104,U C,63177.08062
104,V PH U,13703942.49
104,U PH,136421.0448
104,U V,21844.78717
104,V C PH U,13700000.0
104,U C PH,2600000.0
104,U C V,120602.5343
104,U PH V,295072.6366
104,U C PH V,266000.0
105,PH C U,166000000.0
105,V C U,7415039.469
105,U C,74499.78452
105,V PH U,14099802.51
105,U PH,200030.2969
105,U V,37898.36293
105,V C PH U,37900000000.0
105,U C PH,6100000.0
105,U C V,876550.5309
105,U PH V,1735282.687
105,U C PH V,171000000.0
106,PH C U,48991861.83
106,V C U,10721818.77
106,U C,39924.15379
106,V PH U,2834694.052
106,U PH,41918.53963
106,U V,11999.09729
106,V C PH U,17500000000.0
106,U C PH,397575.0521
106,U C V,42164.69232
106,U PH V,39554.02371
106,U C PH V,873000.0
107,V C U,2081986.722
107,B C U,3153616.536
107,U C,24954.28674
107,B V U,979735.6073
107,U V,35136.12935
107,U B,78674.28047
107,B C V U,532897392.5
107,U C V,2081986.722
107,U C B,3153591.853
107,U V B,979601.7927
107,U C V B,532897360.1
108,V C U,2191673.494
108,B C U,3277250.136
108,U C,24364.82554
108,B V U,1272748.932
108,U V,42966.65153
108,U B,82460.53417
108,B C V U,590831670.5
108,U C V,2159104.681
108,U C B,3227032.121
108,U V B,1221908.012
108,U C V B,587722597.1
109,PL C P,21143.64689
109,PH C P,529790.0
109,V C P,585337.0377
109,P C,135102.6541
109,PH PL P,32323.00284
109,V PL P,32520.1773
109,P PL,9385.253428
109,V PH P,1564006.944
109,P PH,303187.0
109,P V,331561.5537
109,PH C PL P,85274.91618
109,V C PL P,95779.90469
109,P C PL,21143.64689
109,V C PH P,2750000.0
109,P C PH,529790.0
109,P C V,585337.0377
109,V PL PH P,127725.8506
109,P PL PH,32323.00284
109,P PL V,32520.1773
109,P PH V,1564006.944
109,V C PL PH P,444367.3207
109,P C PL PH,85274.91618
109,P C PL V,95779.90469
109,P C PH V,2750000.0
109,P PL PH V,127725.8506
109,P C PL PH V,444367.3207
110,PL C P,20876.72326
110,PH C P,529790.0
110,V C P,586822.6488
110,P C,135102.6541
110,PH PL P,31911.9507
110,V PL P,32254.02396
110,P PL,9253.666136
110,V PH P,1571304.193
110,P PH,303187.0
110,P V,332827.8177
110,PH C PL P,84330.89101
110,V C PL P,95077.20803
110,P C PL,20876.72326
110,V C PH P,2760000.0
110,P C PH,529790.0
110,P C V,586822.6488
110,V PL PH P,126943.0691
110,P PL PH,31911.9507
110,P PL V,32254.02396
110,P PH V,1571304.193
110,V C PL PH P,442117.2755
110,P C PL PH,84330.89101
110,P C PL V,95077.20803
110,P C PH V,2760000.0
110,P PL PH V,126943.0691
110,P C PL PH V,442117.2755
111,PL C P,25990.53831
111,PH C P,639231.7769
111,V C P,859685.0434
111,P C,175934.265
111,PH PL P,26263.34788
111,V PL P,29974.66445
111,P PL,8632.0
111,V PH P,1388241.822
111,P PH,268349.3357
111,P V,332335.3582
111,PH C PL P,95021.01405
111,V C PL P,117954.9282
111,P C PL,25990.53831
111,V C PH P,3700000.0
111,P C PH,639231.7769
111,P C V,859685.0434
111,V PL PH P,104071.0252
111,P PL PH,26263.34788
111,P PL V,29974.66445
111,P PH V,1388241.822
111,V C PL PH P,496477.9974
111,P C PL PH,95021.01405
111,P C PL V,117954.9282
111,P C PH V,3700000.0
111,P PL PH V,104071.0252
111,P C PL PH V,496477.9974
112,PL C P,25990.53831
112,PH C P,704085.0
112,V C P,858310.8576
112,P C,175934.265
112,PH PL P,29672.90987
112,V PL P,29938.14972
112,P PL,8632.0
112,V PH P,1567128.66
112,P PH,303187.0
112,P V,331930.5118
112,PH C PL P,104661.3656
112,V C PL P,117766.3801
112,P C PL,25990.53831
112,V C PH P,4070000.0
112,P C PH,704085.0
112,P C V,858310.8576
112,V PL PH P,117438.5039
112,P PL PH,29672.90987
112,P PL V,29938.14972
112,P PH V,1567128.66
112,V C PL PH P,545974.0205
112,P C PL PH,104661.3656
112,P C PL V,117766.3801
112,P C PH V,4070000.0
112,P PL PH V,117438.5039
112,P C PL PH V,545974.0205
113,PH C U,260000000.0
113,B C U,15566371.68
113,U C,48193.25622
113,B PH U,16322502.23
113,U PH,146962.3989
113,U B,58116.9599
113,B C PH U,78400000000.0
113,U C PH,1860000.0
113,U C B,278081.9678
113,U PH B,841889.1686
113,U C PH B,17300000.0
114,PH C U,50821579.43
114,B C U,15571707.6
114,U C,70975.67792
114,B PH U,3220159.104
114,U PH,46304.85916
114,U B,59637.93972
114,B C PH U,21500000000.0
114,U C PH,1157275.337
114,U C B,511790.5409
114,U PH B,347947.7488
114,U C PH B,15700000.0
115,PH C U,259000000.0
115,B C U,15197881.25
115,U C,67339.34283
115,B PH U,15794007.96
115,U PH,168923.3569
115,U B,66339.26799
115,B C PH U,76400000000.0
115,U C PH,3840000.0
115,U C B,569370.0877
115,U PH B,1129046.819
115,U C PH B,52200000.0
116,PH C U,12613109.87
116,B C U,1333116.953
116,U C,2109.107586
116,B PH U,15679101.93
116,U PH,163097.9397
116,U B,71034.81143
116,B C PH U,6754337618.0
116,U C PH,75748.86891
116,U C B,20911.95218
116,U PH B,1172638.327
116,U C PH B,2084991.469
117,P PH,211489.8752
117,V PH P,1183716.068
117,V P,126527.2334
117,U P,32959.13177
117,V PH P,843630.8906
117,U PH P,151141.9094
117,U P V,90423.08824
117,U PH P V,602903.489
118,P PH,200485.5823
118,V PH P,1444591.52
118,V P,131317.8408
118,U P,36406.81515
118,V PH P,794730.3126
118,U PH P,155473.5857
118,U P V,101835.0315
118,U PH P V,616301.5313
119,P PH U,9953293.973
119,U PH,23764.60018
119,B PH U,6163654.26
119,U P,36319.97151
119,B P U,365890.6876
119,B U,65757.29695
119,U PH P,236094.9237
119,B PH P U,43567079.13
119,B PH U,178253.6411
119,B P U,178885.119
119,B PH P U,1463263.552
120,P PH U,52132882.38
120,U PH,251093.2818
120,B PH U,15858412.8
120,U P,87221.80084
120,B P U,3692134.763
120,B U,80703.8118
120,U PH P,47800000.0
120,B PH P U,11400000000.0
120,B PH U,14221183.55
120,B P U,3325747.84
120,B PH P U,10800000000.0
121,P PH U,2583096.748
121,U PH,46164.57511
121,B PH U,3078718.761
121,U P,16548.23644
121,B P U,181166.8133
121,B U,62568.38958
121,U PH P,174609.8429
121,B PH P U,24662885.98
121,B PH U,281721.62
121,B P U,80955.06847
121,B PH P U,1252569.419
122,P PH U,24857355.82
122,U PH,269894.236
122,B PH U,15811095.14
122,U P,44572.77586
122,B P U,3115269.783
122,B U,84820.36277
122,U PH P,24857355.82
122,B PH P U,10500000000.0
122,B PH U,15811095.14
122,B P U,3115269.783
122,B PH P U,10500000000.0
123,P PH U,1639312.63
123,U PH,286358.9412
123,B PH U,16322502.23
123,U P,21650.94628
123,B P U,206700.8015
123,B U,83089.4533
123,U PH P,1576196.977
123,B PH P U,103569959.3
123,B PH U,16266153.52
123,B P U,201664.9254
123,B PH P U,98511201.74
124,V PH U,14042259.04
124,U PH,166038.0167
124,B PH U,16044513.48
124,U V,18261.12705
124,B V U,1063765.839
124,B U,63001.211
124,U PH V,285708.5976
124,B PH V U,2640000000.0
124,B PH U,943229.528
124,B V U,213498.9664
124,B PH V U,8790000.0
125,V PH U,314724.5707
125,U PH,20207.15243
125,B PH U,459431.9575
125,U V,7424.885789
125,B V U,1064470.123
125,B U,37220.3068
125,U PH V,9217.919575
125,B PH V U,13048921.97
125,B PH U,51700.29794
125,B V U,42450.96497
125,B PH V U,38171.70972
126,V PH U,14099802.51
126,U PH,291174.7521
126,B PH U,16322502.23
126,U V,43960.43671
126,B V U,1272748.932
126,B U,84025.46976
126,U PH V,14099802.51
126,B PH V U,3140000000.0
126,B PH U,16322502.23
126,B V U,1271301.055
126,B PH V U,3140000000.0
127,P C,25152.55514
127,PL C P,19967.3538
127,PH C P,529790.0
127,V C P,451168.5084
127,PL P,1243.141049
127,PH P,80057.19129
127,V P,85714.82582
127,PH PL P,29672.90987
127,V PL P,23073.67464
127,V PH P,1217360.013
127,PL C P,3625.950204
127,PH C P,146235.4238
127,V C P,155996.7152
127,PH C PL P,80411.89022
127,V C PL P,69754.25507
127,V C PH P,2140000.0
127,PH P PL,6778.237831
127,V P PL,7453.848402
127,V P PH,596624.2046
127,V PL PH P,90511.19902
127,PH C P PL,21855.10322
127,V C P PL,27032.65754
127,V C P PH,1091202.813
127,V C PL PH P,323415.7416
127,V P PL PH,42617.16971
127,V C P PL PH,171923.687
128,P C,26434.98376
128,PL C P,24750.13016
128,PH C P,688139.7626
128,V C P,842157.7108
128,PL P,1060.551837
128,PH P,65470.42217
128,V P,54803.41901
128,PH PL P,27614.16584
128,V PL P,28801.29859
128,V PH P,1523074.097
128,PL C P,3869.802517
128,PH C P,156691.8653
128,V C P,141322.6413
128,PH C PL P,99674.16575
128,V C PL P,112933.221
128,V C PH P,3960000.0
128,PH P PL,5657.404746
128,V P PL,5391.395638
128,V P PH,357607.9823
128,V PL PH P,110451.3905
128,PH C P PL,22936.72636
128,V C P PL,21868.59284
128,V C P PH,929676.5379
128,V C PL PH P,523836.6095
128,V P PL PH,29071.56605
128,V C P PL PH,130846.1408
129,P C,88417.32057
129,PL C P,30789.40077
129,PH C P,688976.2009
129,V C P,655334.0241
129,PL P,5483.57047
129,PH P,208776.5902
129,V P,105186.7294
129,PH PL P,38085.34112
129,V PL P,78194.55164
129,V PH P,1217360.013
129,PL C P,16476.88841
129,PH C P,488202.5196
129,V C P,273776.525
129,PH C PL P,123884.2632
129,V C PL P,198864.0174
129,V C PH P,3130000.0
129,PH P PL,27809.32584
129,V P PL,54121.36806
129,V P PH,680398.2067
129,V PL PH P,559117.9279
129,PH C P PL,92311.78062
129,V C P PL,141127.8945
129,V C P PH,1771388.334
129,V C PL PH P,1427603.691
129,V P PL PH,354362.2218
129,V C P PL PH,924249.6675
130,P C,166042.1081
130,PL C P,26663.47073
130,PH C P,686886.1085
130,U C,49476.06587
130,PL P,13695.93104
130,PH P,292827.4064
130,PH PL P,75901.84523
130,PL C P,25568.26867
130,PH C P,649603.3299
130,U C P,48970.32138
130,PH C PL P,149539.0766
130,U C PL P,7863.780734
130,U C PH P,202581.3444
130,PH P PL,75552.48108
130,PH C P PL,143394.107
130,U C P PL,7540.77594
130,U C P PH,191585.6417
130,U C PL PH P,44103.12977
130,U C P PL PH,42290.81155
131,P C U,128443.744
131,PH C U,12684523.86
131,V C U,36092.29565
131,U C,2596.149938
131,PH P U,25384693.53
131,V P U,24215.88018
131,U P,38973.28228
131,V PH U,770318.7192
131,U PH,164845.5051
131,U V,1939.202532
131,PH C P U,6430960690.0
131,V C P U,20395110.24
131,U C P,37956.14332
131,V C PH U,197147344.8
131,U C PH,233011.0565
131,U C V,1187.527139
131,V P PH U,289381226.5
131,U P PH,2907459.589
131,U P V,14028.94543
131,U PH V,50840.97921
131,V C P PH U,127636000000.0
131,U C P PH,24614799.88
131,U C P V,39713.76802
131,U C PH V,165088.7871
131,U P PH V,2113138.411
131,U C P PH V,13405692.53
132,P C U,2527987.265
132,PH C U,51280895.69
132,V C U,456820.3995
132,U C,38728.88981
132,PH P U,6125496.709
132,V P U,21157.46049
132,U P,25815.9467
132,V PH U,134511.7546
132,U PH,31196.82637
132,U V,729.2202026
132,PH C P U,27462204697.0
132,V C P U,251239714.3
132,U C P,201463.5695
132,V C PH U,691754231.9
132,U C PH,187321.3628
132,U C V,2570.236746
132,V P PH U,50551322.33
132,U P PH,251734.1403
132,U P V,2236.924012
132,U PH V,2683.476631
132,V C P PH U,470576000000.0
132,U C P PH,1870000.0
132,U C P V,22085.15892
132,U C PH V,34787.43452
132,U P PH V,34787.54635
132,U C P PH V,390629.2918
133,PH C U,263000000.0
133,B C U,15544264.11
133,V C U,505410.2008
133,U C,53302.38562
133,B PH U,15725951.84
133,V PH U,544437.0209
133,U PH,137523.2554
133,V B U,68360.29257
133,U B,51218.26218
133,U V,762.1359891
133,B C PH U,78100000000.0
133,V C PH U,2731608656.0
133,U C PH,1710000.0
133,V C B U,126475120.4
133,U C B,243250.0535
133,U C V,4319.977603
133,V PH B U,168943629.8
133,U PH B,548774.0767
133,U PH V,8090.287885
133,U B V,8321.732925
133,V C PH B U,824299000000.0
133,U C PH B,13400000.0
133,U C PH V,286433.9484
133,U C B V,155992.7122
133,U PH B V,204510.5924
133,U C PH B V,16745481.35
134,P C U,846044.1221
134,PH C U,196000000.0
134,B C U,10231155.86
134,U C,6886.652013
134,PH P U,10633966.18
134,B P U,178016.3415
134,U P,3096.510181
134,B PH U,15691802.95
134,U PH,25926.51115
134,U B,16143.16549
134,PH C P U,41961195875.0
134,B C P U,44390526.1
134,U C P,17175.96042
134,B C PH U,44600000000.0
134,U C PH,45493.85805
134,U C B,10505.16908
134,B P PH U,83819039.99
134,U P PH,166075.6821
134,U P B,3881.751548
134,U PH B,34901.5739
134,B C P PH U,143000000000.0
134,U C P PH,95300.0
134,U C P B,21531.59752
134,U C PH B,40000.0
134,U P PH B,25596.26453
134,U C P PH B,8470000.0
135,P C U,38592.13069
135,PH C U,169000000.0
135,B C U,10231155.86
135,U C,141237.812
135,PH P U,64816.70069
135,B P U,8168.399879
135,U P,884.6352193
135,B PH U,16322502.23
135,U PH,291174.7521
135,U B,84820.36277
135,PH C P U,37676067.23
135,B C P U,1912693.558
135,U C P,38592.13069
135,B C PH U,49000000000.0
135,U C PH,169000000.0
135,U C B,10231155.86
135,B P PH U,4054532.796
135,U P PH,64816.70069
135,U P B,8168.399879
135,U PH B,16322502.23
135,B C P PH U,6390098976.0
135,U C P PH,37676067.23
135,U C P B,1912693.558
135,U C PH B,49000000000.0
135,U P PH B,4054532.796
135,U C P PH B,6390098976.0
136,P C U,1016053.78
136,PH C U,259000000.0
136,B C U,15486909.42
136,U C,53038.0781
136,PH P U,1452166.905
136,B P U,183250.7965
136,U P,15636.64827
136,B PH U,16322502.23
136,U PH,154719.2356
136,U B,61334.82656
136,PH C P U,988109945.5
136,B C P U,64499749.05
136,U C P,281172.279
136,B C PH U,77800000000.0
136,U C PH,2410000.0
136,U C B,356688.2958
136,B P PH U,91062732.31
136,U P PH,459263.5972
136,U P B,70770.77385
136,U PH B,1040792.805
136,B C P PH U,214000000000.0
136,U C P PH,57084925.13
136,U C P B,3109487.801
136,U C PH B,28400000.0
136,U P PH B,4089875.36
136,U C P PH B,830000000.0
137,PL C P,23064.54287
137,P C,25652.07572
137,P PL,3844.24977
137,U P,18285.49877
137,B P U,167470.6007
137,B U,84820.36277
137,P C PL,7188.051285
137,U C P,25652.07572
137,B C P U,25227.97792
137,U PL P,3844.24977
137,B PL P U,3780.693982
137,B P U,167470.6007
137,U C PL P,7188.051285
137,B C PL P U,7069.213463
137,B C P U,25227.97792
137,B PL P U,3780.693982
137,B C PL P U,7069.213463
138,P T,593.4852832
138,U P,92140.66125
138,V P U,2888397.98
138,B P U,3613231.658
138,V U,43960.43671
138,B U,80621.69042
138,B V U,1248905.001
138,U T P,662.7837251
138,V T P U,18490.60012
138,B T P U,77138.12951
138,V P U,2888211.521
138,B P U,3612895.422
138,B P V U,522136800.1
138,B U V,1248729.968
138,V T P U,68121.86816
138,B T P U,77137.50594
138,B T P V U,15230751.55
138,B P U V,522136689.5
