QueryID,Tables,postgres_Estimate
79,C P PH,3437922
79,C P V,3438075
79,P PH V,3155968
79,C PH V,3380838
79,B C P U,3521231
79,B P PH U,3348198
79,B P U V,3215387
79,C P PH U,3299514
79,C P U V,3380359
79,P PH U V,3200544
79,B C P PH,3480642
79,B C P V,3194250
79,B P PH V,3378512
79,C P PH V,3400509
79,B C P PH U,3309591
79,B C P U V,3504570
79,B P PH U V,3307564
79,C P PH U V,3291770
79,B C P PH V,3607490
79,B C P PH U V,3468293
80,P U,23534791
80,C U,23369712
80,C P,23346599
80,C P U,23737808
81,P U,2731959
81,C U,2727203
81,C P,2786150
81,C P U,2757303
82,C U,240467836
82,C PH,242972219
82,PH U,248711154
82,C PH U,250268177
83,C U,238295576
83,C PH,251719705
83,PH U,251523395
83,C PH U,255121015
84,C U,9846479
84,U V,9416832
84,C V,8031880
84,C U V,8837834
85,C U,9799267
85,U V,9702274
85,C V,8322500
85,C U V,9230561
86,C P,1031850
86,C U,1030877
86,C V,1017371
86,P V,1029592
86,C P U,1025303
86,C P V,1027695
86,C U V,1003932
86,C P U V,1013260
87,C U,13677910
87,B C,15412110
87,B U,14320653
87,B C U,14510213
88,C U,10990426
88,B C,11359557
88,B U,11608615
88,B C U,10873079
89,P U,50671111
89,P PH,49597091
89,PH U,49284402
89,P PH U,51001782
90,P U,5863509
90,P PH,5818787
90,PH U,5689186
90,P PH U,5954431
91,P U,50238998
91,P PH,49982410
91,PH U,49668178
91,P PH U,48562657
92,P PH,274260
92,P U,273596
92,P PH U,274255
93,U V,116107
93,P V,99849
93,P U,117449
93,P U V,128657
94,U V,221144
94,P V,213512
94,P U,204606
94,P U V,233593
95,P PH,4201467
95,C PH,4103561
95,PH V,4110718
95,C P,4056035
95,P V,4039401
95,C V,4074006
95,C P PH,4084234
95,P PH V,4137329
95,C PH V,4128235
95,C P V,4318025
95,C P PH V,4072970
96,P PH,2444117
96,C PH,2505584
96,PH V,2487549
96,C P,2519255
96,P V,2504402
96,C V,2587478
96,C P PH,2430539
96,P PH V,2602491
96,C PH V,2558741
96,C P V,2475609
96,C P PH V,2556528
97,P U,75547395
97,C U,88023662
97,U V,78587606
97,C P,99315895
97,P V,80927274
97,C V,76521226
97,C P U,74559120
97,P U V,88506238
97,C U V,88110655
97,C P V,74267547
97,C P U V,78568374
98,P U,1573993137
98,C U,1424374622
98,U V,1380955121
98,C P,1081365916
98,P V,1292802488
98,C V,1478911438
98,C P U,1094227334
98,P U V,1399796806
98,C U V,1667793024
98,C P V,1235347529
98,C P U V,956816754
99,P U,996995441
99,C U,1315375815
99,U V,1105548174
99,C P,1112917791
99,P V,1138923353
99,C V,1053032089
99,C P U,995337992
99,P U V,902308835
99,C U V,934486379
99,C P V,1193555971
99,C P U V,1124092874
100,P U,268559
100,P V,272323
100,C P,270231
100,C V,271184
100,P U V,270925
100,C P U,272268
100,C P V,270359
100,C P U V,269529
101,P U,445327
101,P V,447558
101,C P,445769
101,C V,447238
101,P U V,442844
101,C P U,447057
101,C P V,444916
101,C P U V,444832
102,B U,5207673
102,P U,5150318
102,B P,5217791
102,P V,5081463
102,B P U,5133285
102,P U V,5213276
102,B P V,5295003
102,B P U V,5363079
103,B U,37814137
103,P U,35742108
103,U V,28991787
103,B P,36770954
103,B V,36023235
103,P V,32022567
103,B P U,33086943
103,B U V,26451922
103,P U V,38667632
103,B P V,33006826
103,B P U V,34064521
104,U V,1051211018
104,C V,973899779
104,PH V,1194259461
104,C U,979546653
104,PH U,1130103606
104,C PH,962697748
104,C U V,1025814598
104,PH U V,949323785
104,C PH V,1184842770
104,C PH U,1004594292
104,C PH U V,981104017
105,U V,862241801
105,C V,874231059
105,PH V,804974724
105,C U,882545658
105,PH U,819755016
105,C PH,871754400
105,C U V,819874081
105,PH U V,882803413
105,C PH V,857276605
105,C PH U,800093870
105,C PH U V,990047111
106,U V,296724211
106,C V,240788666
106,PH V,272053688
106,C U,302171675
106,PH U,314289303
106,C PH,304688948
106,C U V,294922828
106,PH U V,279967068
106,C PH V,335962183
106,C PH U,274230871
106,C PH U V,284479899
107,B U,12187657
107,C U,9654036
107,U V,14478128
107,B C,11186131
107,B V,13382544
107,C V,12033711
107,B C U,11365438
107,B U V,12097331
107,C U V,12039466
107,B C V,11962196
107,B C U V,9258320
108,B U,109279053
108,C U,125337828
108,U V,132853030
108,B C,120677311
108,B V,102837599
108,C V,109704258
108,B C U,122150756
108,B U V,109080389
108,C U V,120535829
108,B C V,105405873
108,B C U V,115783417
109,P PL,1302045
109,C PL,1251089
109,PL V,1279683
109,PH PL,1262868
109,C P,1255400
109,P V,1264286
109,P PH,1302662
109,C V,1294110
109,C PH,1252511
109,PH V,1261441
109,C P PL,1238744
109,P PL V,1265179
109,P PH PL,1272858
109,C PL V,1239737
109,C PH PL,1230092
109,PH PL V,1284771
109,C P V,1275987
109,C P PH,1270546
109,P PH V,1260368
109,C PH V,1237025
109,C P PL V,1237213
109,C P PH PL,1260769
109,P PH PL V,1283496
109,C PH PL V,1264773
109,C P PH V,1291072
109,C P PH PL V,1269226
110,P PL,1366474
110,C PL,1315075
110,PL V,1356747
110,PH PL,1376531
110,C P,1343465
110,P V,1363684
110,P PH,1388072
110,C V,1357678
110,C PH,1358913
110,PH V,1335288
110,C P PL,1358453
110,P PL V,1393100
110,P PH PL,1351409
110,C PL V,1350713
110,C PH PL,1359449
110,PH PL V,1358398
110,C P V,1342909
110,C P PH,1342121
110,P PH V,1293890
110,C PH V,1336804
110,C P PL V,1318621
110,C P PH PL,1398214
110,P PH PL V,1384507
110,C PH PL V,1310830
110,C P PH V,1359937
110,C P PH PL V,1377962
111,P PL,1482800
111,C PL,1490034
111,PL V,1478696
111,PH PL,1534898
111,C P,1563017
111,P V,1498469
111,P PH,1509502
111,C V,1522466
111,C PH,1537335
111,PH V,1511008
111,C P PL,1501515
111,P PL V,1494708
111,P PH PL,1510256
111,C PL V,1525683
111,C PH PL,1515876
111,PH PL V,1518639
111,C P V,1484891
111,C P PH,1521186
111,P PH V,1499392
111,C PH V,1567688
111,C P PL V,1530405
111,C P PH PL,1549884
111,P PH PL V,1534478
111,C PH PL V,1511382
111,C P PH V,1549994
111,C P PH PL V,1534829
112,P PL,1583788
112,C PL,1592856
112,PL V,1594253
112,PH PL,1623133
112,C P,1595779
112,P V,1606756
112,P PH,1622794
112,C V,1592522
112,C PH,1560488
112,PH V,1563424
112,C P PL,1559579
112,P PL V,1615012
112,P PH PL,1622918
112,C PL V,1627997
112,C PH PL,1645463
112,PH PL V,1669371
112,C P V,1638701
112,C P PH,1628335
112,P PH V,1565059
112,C PH V,1598169
112,C P PL V,1669944
112,C P PH PL,1576835
112,P PH PL V,1588528
112,C PH PL V,1621837
112,C P PH V,1582054
112,C P PH PL V,1595814
113,B U,21407468009
113,PH U,20557645447
113,C U,21348913043
113,B PH,20848647364
113,B C,20511828337
113,C PH,20453329821
113,B PH U,21107796700
113,B C U,21594583683
113,C PH U,21345431583
113,B C PH,20688982287
113,B C PH U,20509428988
114,B U,5690367359
114,PH U,5482669372
114,C U,6282781201
114,B PH,5842511857
114,B C,5538609750
114,C PH,5121158768
114,B PH U,5597486368
114,B C U,5559090455
114,C PH U,5733163093
114,B C PH,5530141162
114,B C PH U,5837989555
115,B U,21032351628
115,PH U,20625270524
115,C U,19795522099
115,B PH,20647429100
115,B C,20517330456
115,C PH,19256682654
115,B PH U,21727979889
115,B C U,21152778570
115,C PH U,19463564815
115,B C PH,20996692220
115,B C PH U,21636197558
116,B U,1070462981
116,PH U,1052815595
116,C U,1056787517
116,B PH,1053330686
116,B C,977291267
116,C PH,1009721311
116,B PH U,1045687078
116,B C U,963291403
116,C PH U,997444945
116,B C PH,1071118872
116,B C PH U,1030480129
117,P U,380554
117,P PH,381496
117,P V,381465
117,PH V,385281
117,P PH U,384887
117,P U V,383576
117,P PH V,382442
117,P PH U V,380210
118,P U,200048
118,P PH,199057
118,P V,195880
118,PH V,195418
118,P PH U,200155
118,P U V,194165
118,P PH V,197700
118,P PH U V,199195
119,B U,9798812
119,B P,9660344
119,B PH,9434673
119,P U,9601445
119,PH U,9559740
119,P PH,10178015
119,B P U,9875996
119,B PH U,9237820
119,B P PH,9691908
119,P PH U,9533190
119,B P PH U,9458898
120,B U,92757403
120,B P,95006971
120,B PH,93734684
120,P U,95133317
120,PH U,92918190
120,P PH,92862398
120,B P U,92684455
120,B PH U,89431280
120,B P PH,93932417
120,P PH U,95370306
120,B P PH U,93100201
121,B U,1630332
121,B P,1710726
121,B PH,1659345
121,P U,1678695
121,PH U,1731593
121,P PH,1713441
121,B P U,1717137
121,B PH U,1722043
121,B P PH,1640079
121,P PH U,1762180
121,B P PH U,1694470
122,B U,49775327
122,B P,48042793
122,B PH,49443341
122,P U,48997538
122,PH U,48543818
122,P PH,48669944
122,B P U,49732314
122,B PH U,50084341
122,B P PH,48519812
122,P PH U,48853323
122,B P PH U,48975007
123,B U,6388339
123,B P,6386652
123,B PH,6437076
123,P U,6180467
123,PH U,6193844
123,P PH,6263637
123,B P U,6527885
123,B PH U,6382668
123,B P PH,6535267
123,P PH U,6323591
123,B P PH U,6541402
124,B U,22905524
124,PH U,21218946
124,U V,20396272
124,B PH,21326636
124,B V,24155315
124,PH V,21219603
124,B PH U,23295706
124,B U V,20549891
124,PH U V,20940521
124,B PH V,19205542
124,B PH U V,20606732
125,B U,2818097
125,PH U,2528584
125,U V,2668078
125,B PH,2497277
125,B V,2542420
125,PH V,2497092
125,B PH U,3159029
125,B U V,2649454
125,PH U V,2947884
125,B PH V,2886898
125,B PH U V,2905807
126,B U,21082298
126,PH U,23706464
126,U V,25254318
126,B PH,21904209
126,B V,23752077
126,PH V,24705842
126,B PH U,21337556
126,B U V,18541866
126,PH U V,23204881
126,B PH V,21588205
126,B PH U V,22045028
127,P PL,18033
127,P V,18225
127,P PH,18254
127,C P,18457
127,PL V,18445
127,PH PL,18052
127,C PL,18395
127,PH V,17788
127,C V,17731
127,C PH,18174
127,P PL V,17917
127,P PH PL,18412
127,C P PL,18201
127,P PH V,18410
127,C P V,18014
127,C P PH,18101
127,PH PL V,17694
127,C PL V,17836
127,C PH PL,18454
127,C PH V,18077
127,P PH PL V,17994
127,C P PL V,18074
127,C P PH PL,17811
127,C P PH V,18347
127,C PH PL V,18194
127,C P PH PL V,17902
128,P PL,24840
128,P V,24716
128,P PH,24961
128,C P,25238
128,PL V,25356
128,PH PL,25178
128,C PL,24955
128,PH V,25445
128,C V,25443
128,C PH,24697
128,P PL V,24818
128,P PH PL,24998
128,C P PL,24565
128,P PH V,24914
128,C P V,25320
128,C P PH,25586
128,PH PL V,25025
128,C PL V,24405
128,C PH PL,25128
128,C PH V,25453
128,P PH PL V,24978
128,C P PL V,25652
128,C P PH PL,25274
128,C P PH V,25577
128,C PH PL V,24662
128,C P PH PL V,25402
129,P PL,41747
129,P V,42406
129,P PH,41511
129,C P,41145
129,PL V,41774
129,PH PL,41813
129,C PL,42569
129,PH V,41692
129,C V,41435
129,C PH,41383
129,P PL V,42089
129,P PH PL,41332
129,C P PL,41662
129,P PH V,41626
129,C P V,42248
129,C P PH,41135
129,PH PL V,41503
129,C PL V,41426
129,C PH PL,41518
129,C PH V,41539
129,P PH PL V,41659
129,C P PL V,41867
129,C P PH PL,42162
129,C P PH V,41482
129,C PH PL V,41574
129,C P PH PL V,41756
130,P PL,83508
130,C PL,84257
130,PH PL,84418
130,C P,84578
130,P PH,83945
130,C U,84131
130,C PH,83579
130,C P PL,83398
130,P PH PL,83597
130,C PL U,82409
130,C PH PL,84150
130,C P U,83860
130,C P PH,84304
130,C PH U,83328
130,C P PL U,82891
130,C P PH PL,84126
130,C PH PL U,83542
130,C P PH U,83742
130,C P PH PL U,84152
131,U V,37431320
131,C V,32159371
131,P V,28680535
131,PH V,35850740
131,C U,32386205
131,P U,37750287
131,PH U,35870815
131,C P,46364917
131,C PH,36876479
131,P PH,32359636
131,C U V,34641203
131,P U V,38171038
131,PH U V,42278825
131,C P V,37835436
131,C PH V,38408581
131,P PH V,30232194
131,C P U,32953530
131,C PH U,37125515
131,P PH U,30175837
131,C P PH,37254407
131,C P U V,37931595
131,C PH U V,30168526
131,P PH U V,41910720
131,C P PH V,35271148
131,C P PH U,41411705
131,C P PH U V,39834244
132,U V,121124680
132,C V,108899629
132,P V,78329019
132,PH V,108025904
132,C U,87212886
132,P U,91596964
132,PH U,94840123
132,C P,89641796
132,C PH,86684532
132,P PH,94919085
132,C U V,106432535
132,P U V,115476028
132,PH U V,103471155
132,C P V,80456864
132,C PH V,109745596
132,P PH V,94299851
132,C P U,82742032
132,C PH U,102983914
132,P PH U,104048195
132,C P PH,113919366
132,C P U V,98970282
132,C PH U V,88926660
132,P PH U V,122533523
132,C P PH V,106034761
132,C P PH U,98105400
132,C P PH U V,105108045
133,PH U,2298413140
133,PH V,2245202525
133,C PH,2433143855
133,B PH,2995350151
133,U V,2088580951
133,C U,2392566725
133,B U,2352298330
133,C V,1903884345
133,B V,1972140522
133,B C,2215000801
133,PH U V,2441571382
133,C PH U,2575144542
133,B PH U,2204602663
133,C PH V,2014086930
133,B PH V,2818710736
133,B C PH,2035993803
133,C U V,2605255654
133,B U V,2175669865
133,B C U,2113076809
133,B C V,1943983010
133,C PH U V,2748921163
133,B PH U V,2247480689
133,B C PH U,2236659615
133,B C PH V,2295490157
133,B C U V,2260638354
133,B C PH U V,1970844255
134,PH U,319950865451
134,B U,382492029110
134,P U,333532336125
134,C U,342063476260
134,B PH,341672622651
134,P PH,322497044158
134,C PH,359357776985
134,B P,336200568486
134,B C,326309976539
134,C P,331397516710
134,B PH U,323028486696
134,P PH U,338989436422
134,C PH U,352631098201
134,B P U,346998481528
134,B C U,341450339911
134,C P U,336331874324
134,B P PH,338011303797
134,B C PH,357047506964
134,C P PH,342551025582
134,B C P,356850282330
134,B P PH U,357923814139
134,B C PH U,328969110290
134,C P PH U,338298619840
134,B C P U,334379645745
134,B C P PH,352624386979
134,B C P PH U,331873031746
135,PH U,10253343628
135,B U,10777697986
135,P U,10883650228
135,C U,11770975048
135,B PH,10867998515
135,P PH,11265685244
135,C PH,11836746634
135,B P,10419434505
135,B C,10931990092
135,C P,9452120917
135,B PH U,11500142356
135,P PH U,11571825823
135,C PH U,10247695643
135,B P U,9768354452
135,B C U,10244643908
135,C P U,10896796363
135,B P PH,9747666044
135,B C PH,10220617102
135,C P PH,11951046399
135,B C P,11101010336
135,B P PH U,9793381781
135,B C PH U,10365442585
135,C P PH U,10732321352
135,B C P U,9512074441
135,B C P PH,10990477563
135,B C P PH U,11496734459
136,PH U,211006306578
136,B U,186720788324
136,P U,196626546394
136,C U,201900908521
136,B PH,191257266499
136,P PH,197832812898
136,C PH,195538560677
136,B P,190532520879
136,B C,203390876589
136,C P,209942482586
136,B PH U,188624801572
136,P PH U,207266829070
136,C PH U,197761739474
136,B P U,221024386603
136,B C U,190421960383
136,C P U,208815883570
136,B P PH,188004273947
136,B C PH,191375382123
136,C P PH,210422507275
136,B C P,206165043936
136,B P PH U,192229636899
136,B C PH U,204788843649
136,C P PH U,193887424041
136,B C P U,206449589864
136,B C P PH,203914112569
136,B C P PH U,198490796749
137,B U,4846
137,P U,4679
137,B P,4802
137,C P,4802
137,P PL,4748
137,C PL,4762
137,B P U,4960
137,C P U,4814
137,P PL U,4701
137,B C P,4873
137,B P PL,4849
137,C P PL,4958
137,B C P U,4766
137,B P PL U,4836
137,C P PL U,4778
137,B C P PL,4776
137,B C P PL U,4883
138,B U,967
138,P U,984
138,U V,1011
138,B P,994
138,B V,969
138,P V,1004
138,P T,983
138,B P U,984
138,B U V,1000
138,P U V,1008
138,P T U,998
138,B P V,982
138,B P T,994
138,P T V,991
138,B P U V,1006
138,B P T U,982
138,P T U V,988
138,B P T V,1021
138,B P T U V,1011
139,P U,2197580
139,B U,2332344
139,P PL,2175433
139,P V,2240568
139,C P,2246209
139,B P,2201424
139,PL V,2254149
139,C PL,2220386
139,C V,2192664
139,P PL U,2238194
139,P U V,2237859
139,C P U,2229504
139,B P U,2185887
139,P PL V,2209000
139,C P PL,2144074
139,B P PL,2217755
139,C P V,2330278
139,B P V,2211499
139,B C P,2238403
139,C PL V,2205515
139,P PL U V,2223157
139,C P PL U,2134534
139,B P PL U,2242988
139,C P U V,2226140
139,B P U V,2196589
139,B C P U,2073212
139,C P PL V,2128409
139,B P PL V,2258161
139,B C P PL,2106562
139,B C P V,2243631
139,C P PL U V,2213534
139,B P PL U V,2263966
139,B C P PL U,2207534
139,B C P U V,2177034
139,B C P PL V,2147576
139,B C P PL U V,2219450
140,P PL,404389
140,C P,401595
140,P V,418953
140,P PH,418236
140,C PL,429304
140,PL V,414911
140,PH PL,415918
140,B U,407443
140,B C,409910
140,C U,424790
140,C V,451324
140,C PH,411018
140,PH V,438123
140,C P PL,408182
140,P PL V,446282
140,P PH PL,458809
140,B C P,424711
140,C P U,442392
140,C P V,426963
140,C P PH,408481
140,P PH V,417914
140,B C PL,416157
140,C PL U,426117
140,C PL V,417349
140,C PH PL,437934
140,PH PL V,402818
140,B C U,446607
140,B C V,433382
140,B C PH,419254
140,C U V,408091
140,C PH U,418086
140,C PH V,401647
140,B C P PL,426474
140,C P PL U,414985
140,C P PL V,429256
140,C P PH PL,439137
140,P PH PL V,400795
140,B C P U,413615
140,B C P V,423213
140,B C P PH,434348
140,C P U V,416615
140,C P PH U,421535
140,C P PH V,406853
140,B C PL U,421557
140,B C PL V,428581
140,B C PH PL,439986
140,C PL U V,404480
140,C PH PL U,439914
140,C PH PL V,403971
140,B C U V,421946
140,B C PH U,455171
140,B C PH V,444644
140,C PH U V,425132
140,B C P PL U,424907
140,B C P PL V,419301
140,B C P PH PL,404354
140,C P PL U V,426096
140,C P PH PL U,399358
140,C P PH PL V,417325
140,B C P U V,408095
140,B C P PH U,409022
140,B C P PH V,411151
140,C P PH U V,419955
140,B C PL U V,417682
140,B C PH PL U,444462
140,B C PH PL V,420755
140,C PH PL U V,408636
140,B C PH U V,396048
140,B C P PL U V,387881
140,B C P PH PL U,406460
140,B C P PH PL V,433257
140,C P PH PL U V,424288
140,B C P PH U V,433920
140,B C PH PL U V,411585
140,B C P PH PL U V,422165
141,P PL,17721375
141,C P,19639112
141,P V,18478924
141,P PH,19178416
141,C PL,19382175
141,PL V,17727653
141,PH PL,17774055
141,B U,18575338
141,B C,18390402
141,C U,18239910
141,C V,19461827
141,C PH,18593251
141,PH V,18028484
141,C P PL,19174498
141,P PL V,18328583
141,P PH PL,19071941
141,B C P,19116475
141,C P U,20356412
141,C P V,18858418
141,C P PH,19732021
141,P PH V,20230513
141,B C PL,19711052
141,C PL U,18663456
141,C PL V,17266344
141,C PH PL,19109339
141,PH PL V,18364503
141,B C U,19417366
141,B C V,18286503
141,B C PH,18659505
141,C U V,18747414
141,C PH U,18957479
141,C PH V,18051643
141,B C P PL,18946093
141,C P PL U,18405797
141,C P PL V,18290982
141,C P PH PL,18605740
141,P PH PL V,18431355
141,B C P U,18255117
141,B C P V,18296817
141,B C P PH,18495133
141,C P U V,19834254
141,C P PH U,19548192
141,C P PH V,18363404
141,B C PL U,17747466
141,B C PL V,18082600
141,B C PH PL,19218056
141,C PL U V,18811408
141,C PH PL U,19268676
141,C PH PL V,18701784
141,B C U V,18671483
141,B C PH U,18385632
141,B C PH V,18720970
141,C PH U V,19363961
141,B C P PL U,18903855
141,B C P PL V,19905764
141,B C P PH PL,18390465
141,C P PL U V,18420485
141,C P PH PL U,18207220
141,C P PH PL V,17753166
141,B C P U V,18667539
141,B C P PH U,18810511
141,B C P PH V,18579767
141,C P PH U V,17901051
141,B C PL U V,18921468
141,B C PH PL U,18437064
141,B C PH PL V,19036692
141,C PH PL U V,18569932
141,B C PH U V,19281432
141,B C P PL U V,18453561
141,B C P PH PL U,18778037
141,B C P PH PL V,19569143
141,C P PH PL U V,18686423
141,B C P PH U V,19574691
141,B C PH PL U V,19152579
141,B C P PH PL U V,17822615
142,P PL,3248195
142,C P,3315577
142,P V,3432236
142,P PH,3293772
142,C PL,3232584
142,PL V,3296149
142,PH PL,3265638
142,B U,3240965
142,B C,3181496
142,C U,3464869
142,C V,3277804
142,C PH,3308991
142,PH V,3403525
142,C P PL,3312633
142,P PL V,3333031
142,P PH PL,3427275
142,B C P,3335693
142,C P U,3496179
142,C P V,3297184
142,C P PH,3265525
142,P PH V,3341352
142,B C PL,3242975
142,C PL U,3108565
142,C PL V,3362274
142,C PH PL,3412223
142,PH PL V,3383180
142,B C U,3478784
142,B C V,3355724
142,B C PH,3231422
142,C U V,3491057
142,C PH U,3190067
142,C PH V,3613385
142,B C P PL,3292502
142,C P PL U,3251824
142,C P PL V,3220390
142,C P PH PL,3418979
142,P PH PL V,3263814
142,B C P U,3367363
142,B C P V,3265168
142,B C P PH,3254607
142,C P U V,3490043
142,C P PH U,3199864
142,C P PH V,3358611
142,B C PL U,3488748
142,B C PL V,3251308
142,B C PH PL,3246615
142,C PL U V,3179001
142,C PH PL U,3203785
142,C PH PL V,3293617
142,B C U V,3593732
142,B C PH U,3365360
142,B C PH V,3426982
142,C PH U V,3263201
142,B C P PL U,3305247
142,B C P PL V,3331925
142,B C P PH PL,3194688
142,C P PL U V,3341972
142,C P PH PL U,3300380
142,C P PH PL V,3382346
142,B C P U V,3232708
142,B C P PH U,3299644
142,B C P PH V,3274072
142,C P PH U V,3291696
142,B C PL U V,3405399
142,B C PH PL U,3278015
142,B C PH PL V,3179272
142,C PH PL U V,3367290
142,B C PH U V,3324092
142,B C P PL U V,3421290
142,B C P PH PL U,3238942
142,B C P PH PL V,3354090
142,C P PH PL U V,3507835
142,B C P PH U V,3447960
142,B C PH PL U V,3324378
142,B C P PH PL U V,3477151
143,P PL,985648
143,C P,947995
143,P V,888365
143,P PH,933029
143,C PL,975448
143,PL V,940758
143,PH PL,964253
143,B U,906781
143,B C,943762
143,C U,968801
143,C V,928567
143,C PH,947341
143,PH V,930581
143,C P PL,955635
143,P PL V,980589
143,P PH PL,952597
143,B C P,912816
143,C P U,916931
143,C P V,888682
143,C P PH,977977
143,P PH V,948516
143,B C PL,936089
143,C PL U,954896
143,C PL V,912690
143,C PH PL,986737
143,PH PL V,945020
143,B C U,954054
143,B C V,923048
143,B C PH,922216
143,C U V,915050
143,C PH U,1012757
143,C PH V,979627
143,B C P PL,922358
143,C P PL U,961274
143,C P PL V,906574
143,C P PH PL,936079
143,P PH PL V,908568
143,B C P U,984900
143,B C P V,929366
143,B C P PH,976689
143,C P U V,904226
143,C P PH U,952345
143,C P PH V,926433
143,B C PL U,993598
143,B C PL V,909957
143,B C PH PL,926948
143,C PL U V,874652
143,C PH PL U,932644
143,C PH PL V,956535
143,B C U V,936496
143,B C PH U,905998
143,B C PH V,955775
143,C PH U V,905458
143,B C P PL U,889500
143,B C P PL V,899354
143,B C P PH PL,946358
143,C P PL U V,972213
143,C P PH PL U,946457
143,C P PH PL V,910779
143,B C P U V,943386
143,B C P PH U,950806
143,B C P PH V,955687
143,C P PH U V,944693
143,B C PL U V,950477
143,B C PH PL U,915209
143,B C PH PL V,853780
143,C PH PL U V,953065
143,B C PH U V,940396
143,B C P PL U V,974961
143,B C P PH PL U,969807
143,B C P PH PL V,891639
143,C P PH PL U V,940079
143,B C P PH U V,979087
143,B C PH PL U V,947614
143,B C P PH PL U V,928804
144,P U,32574676
144,B U,32345027
144,P V,32665746
144,C P,32894917
144,B P,32497025
144,P PH,32105826
144,C V,33031631
144,PH V,32560799
144,C PH,33823156
144,P U V,32649866
144,C P U,32120712
144,B P U,32309622
144,P PH U,31762467
144,C P V,32204588
144,B P V,33855535
144,P PH V,32519458
144,B C P,31842554
144,C P PH,31821792
144,B P PH,31787757
144,C PH V,32622509
144,C P U V,32825526
144,B P U V,31312548
144,P PH U V,32864070
144,B C P U,31928554
144,C P PH U,32948060
144,B P PH U,32445826
144,B C P V,32311077
144,C P PH V,32244385
144,B P PH V,32750986
144,B C P PH,32451080
144,B C P U V,31698601
144,C P PH U V,33094427
144,B P PH U V,32953903
144,B C P PH U,34065150
144,B C P PH V,33030136
144,B C P PH U V,32527059
145,P U,11263
145,P V,11354
145,C P,11329
145,P PL,11018
145,P PH,11053
145,C V,11307
145,PL V,11339
145,PH V,11462
145,C PL,11071
145,C PH,11416
145,PH PL,11524
145,P U V,11189
145,C P U,11489
145,P PL U,11188
145,P PH U,11094
145,C P V,11132
145,P PL V,11498
145,P PH V,11174
145,C P PL,11152
145,C P PH,11153
145,P PH PL,11518
145,C PL V,11192
145,C PH V,11201
145,PH PL V,11388
145,C PH PL,11512
145,C P U V,11205
145,P PL U V,11468
145,P PH U V,11480
145,C P PL U,11353
145,C P PH U,11292
145,P PH PL U,11300
145,C P PL V,11140
145,C P PH V,11426
145,P PH PL V,11295
145,C P PH PL,11209
145,C PH PL V,11224
145,C P PL U V,11460
145,C P PH U V,11553
145,P PH PL U V,11032
145,C P PH PL U,11188
145,C P PH PL V,11381
145,C P PH PL U V,11035
146,P U,218142
146,P V,218262
146,C P,218214
146,P PL,218240
146,P PH,217903
146,C V,217948
146,PL V,218043
146,PH V,217328
146,C PL,217661
146,C PH,218352
146,PH PL,217692
146,P U V,217726
146,C P U,217639
146,P PL U,217950
146,P PH U,217527
146,C P V,218336
146,P PL V,217736
146,P PH V,218076
146,C P PL,217682
146,C P PH,217984
146,P PH PL,218164
146,C PL V,218376
146,C PH V,218137
146,PH PL V,217577
146,C PH PL,218094
146,C P U V,217824
146,P PL U V,217630
146,P PH U V,217820
146,C P PL U,217741
146,C P PH U,218171
146,P PH PL U,217640
146,C P PL V,217709
146,C P PH V,218063
146,P PH PL V,218190
146,C P PH PL,217355
146,C PH PL V,217954
146,C P PL U V,217709
146,C P PH U V,217826
146,P PH PL U V,217932
146,C P PH PL U,217280
146,C P PH PL V,218072
146,C P PH PL U V,218035
